district_id,latitude,longitude,county_name,student_count,teacher_count,school_count,district_name,state,date,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,new_unspecified_cases,cumulative_unspecified_cases,source
1305700,34.8079369,-084.9674026,Whitfield County,12964,874,22,Whitfield County School District,GA,2020-09-01,,,,,,,
1305730,31.9627199,-083.4382586,Wilcox County,1201,83,3,Wilcox County School District,GA,2020-09-01,,,,,,,
1305760,33.7790312,-082.7479211,Wilkes County,1484,106,4,Wilkes County School District,GA,2020-09-01,,,,,,,
1305790,32.8042663,-083.1755122,Wilkinson County,1318,87,4,Wilkinson County School District,GA,2020-09-01,,,,,,,
1305850,31.5517733,-083.8499598,Worth County,3248,210,5,Worth County School District,GA,2020-09-01,,,,,,,
1313053,32.3717532,-084.7974159,,,,,Chattahoochee County for Fort Benning,GA,2020-09-01,,,,,,,
1313215,32.4698571,-084.8130988,,,,,Muscogee County for Fort Benning,GA,2020-09-01,,,,,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-08-24,0,0,0,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-08-25,0,0,1,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-08-26,0,0,0,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-08-27,2,0,1,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-08-28,0,0,0,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-08-29,0,0,0,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-08-30,0,0,0,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-08-31,0,0,0,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-09-01,0,0,0,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-09-02,0,0,1,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-09-03,0,0,0,0,,,
1500001,21.311389,-157.796389,,,,,Central,HI,2020-09-04,0,0,0,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-08-24,0,0,1,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-08-25,0,0,0,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-08-26,0,0,0,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-08-27,0,0,0,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-08-28,0,0,0,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-08-29,0,0,0,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-08-30,0,0,0,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-08-31,0,0,1,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-09-01,0,0,1,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-09-02,0,0,0,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-09-03,0,0,0,0,,,
1500002,19.583333,-155.5,,,,,Hawaii,HI,2020-09-04,0,0,0,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-08-24,0,0,0,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-08-25,0,0,0,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-08-26,0,0,1,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-08-27,1,0,1,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-08-28,0,0,1,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-08-29,0,0,0,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-08-30,0,0,0,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-08-31,1,0,0,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-09-01,0,0,0,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-09-02,0,0,0,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-09-03,2,0,2,0,,,
1500003,21.466667,-157.966667,,,,,Honolulu,HI,2020-09-04,2,0,1,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-08-24,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-08-25,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-08-26,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-08-27,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-08-28,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-08-29,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-08-30,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-08-31,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-09-01,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-09-02,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-09-03,0,0,0,0,,,
1500004,22.066667,-159.65,,,,,Kauai,HI,2020-09-04,0,0,0,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-08-24,0,0,4,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-08-25,0,0,0,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-08-26,0,0,0,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-08-27,0,0,1,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-08-28,0,0,1,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-08-29,0,0,0,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-08-30,0,0,0,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-08-31,0,0,2,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-09-01,2,0,1,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-09-02,0,0,0,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-09-03,2,0,2,0,,,
1500005,28.2,-177.35,,,,,Leeward,HI,2020-09-04,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-24,1,0,1,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-24,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-24,1,0,1,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-24,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-25,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-25,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-25,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-25,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-26,1,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-26,0,0,2,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-26,1,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-26,0,0,2,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-27,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-27,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-27,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-27,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-28,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-28,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-28,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-28,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-29,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-29,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-29,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-29,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-30,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-30,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-30,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-30,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-31,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-08-31,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-31,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-08-31,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-09-01,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-09-01,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-09-01,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-09-01,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-09-02,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-09-02,0,0,1,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-09-02,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-09-02,0,0,1,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-09-03,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-09-03,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-09-03,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-09-03,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-09-04,0,0,0,0,,,
1500006,20.883333,-156.65,,,,,Maui,HI,2020-09-04,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-09-04,0,0,0,0,,,
1500006,21.3975,-157.739444,,,,,Windward,HI,2020-09-04,0,0,0,0,,,
1903090,41.5121551,-094.5953865,Guthrie County,258,23,2,Adair-Casey Community School District,IA,2020-08-31,0,1,0,0,,,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1903150,41.6453645,-094.0467068,Dallas County,1925,127,4,Adel-De Soto-Minburn Community School District,IA,2020-08-31,0,2,0,0,,,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1903690,41.7352157,-093.6111934,Polk County,12128,690,16,Ankeny Community School District,IA,8/31/2020,,7,,1,,39,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1904680,42.8923122,-093.6082337,Wright County,741,57,3,Belmond-Klemme Community School District,IA,8/31/2020,,2,,,,16,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1904950,41.1170618,-092.5957843,Wapello County,1054,82,4,Eddyville-Blakesburg-Fremont Community School District,IA,8/31/2020,,,,1,,,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1905070,41.7478866,-093.4117719,Polk County,2336,138,4,Bondurant-Farrar Community School District,IA,8/31/2020,,1,,,,,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1906330,42.0564960,-094.8891076,Carroll County,1905,114,4,Carroll Community School District,IA,9/3/2020,,25,,2,,201,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1909480,42.4754255,-090.7290294,Dubuque County,11062,801,18,Dubuque Community School District,IA,09/11/2020,2,2,2,2,,,https://www.dbqschools.org/coronavirus-information/covid-19-dashboard/
1914640,41.3573613,-093.5671294,Warren County,3675,220,6,Indianola Community School District,IA,8/31/2020,,,,1,,7,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1915450,41.6997298,-093.7343114,Polk County,7395,430,8,Johnston Community School District,IA,9/3/2020,,4,,2,,42,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1915630,40.4319395,-091.4446121,Lee County,1853,122,5,Keokuk Community School District,IA,8/31/2020,,,,1,,6,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1918780,43.1454659,-093.2029375,Cerro Gordo County,3920,271,8,Mason City Community School District,IA,9/3/2020,,,,1,,,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1920250,42.0304841,-093.4883398,Story County,1595,105,3,Nevada Community School District,IA,8/31/2020,,1,,,,,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1920910,41.8111927,-093.6207599,Polk County,1861,115,4,North Polk Community School District,IA,9/3/2020,,3,,,,68,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1921240,41.4719252,-093.7003763,Warren County,3205,194,4,Norwalk Community School District,IA,8/31/2020,,3,,1,,75,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1926730,41.9669866,-092.5507777,Tama County,1564,105,3,South Tama County Community School District,IA,8/31/2020,,1,,,,,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1926820,41.5901199,-093.4112595,Polk County,7203,437,11,Southeast Polk Community School District,IA,9/3/2020,,9,,11,,37,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1930510,41.5921670,-093.8547548,Dallas County,10996,683,14,Waukee Community School District,IA,9/3/2020,,1,,3,,73,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1930930,41.5669593,-093.7532974,Polk County,9223,588,13,West Des Moines Community School District,IA,9/3/2020,,15,,3,,111,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1932010,41.8279049,-093.8976269,Dallas County,1214,96,5,Woodward-Granger Community School District,IA,8/31/2020,,2,,,,,https://www.weareiowa.com/article/news/local/some-iowa-schools-change-plans-because-of-coronavirus/524-d438d3e6-5c1f-4dc6-bb29-f57f43af5fd7
1800008,39.0262822,-087.0648079,Greene County,804,50,3,White River Valley School District,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800008,39.0262822,-087.0648079,Greene County,804,50,3,White River Valley School District,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073445
1800030,41.0063449,-085.2718804,Allen County,7471,421,9,Southwest Allen County Metropolitan School District,IN,2020-08-28,0,1,0,0,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800030,41.0063449,-085.2718804,Allen County,7471,421,9,Southwest Allen County Metropolitan School District,IN,2020-09-08,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073446
1800060,40.7528282,-084.9291727,Adams County,1294,95,3,Adams Central Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800060,40.7528282,-084.9291727,Adams County,1294,95,3,Adams Central Community Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073447
1800107,41.3427740,-086.8423155,LaPorte County,378,35,2,Tri-Township Consolidated School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800107,41.3427740,-086.8423155,LaPorte County,378,35,2,Tri-Township Consolidated School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073448
1800118,39.8256080,-087.1808141,Parke County,1146,90,4,North Central Parke Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800118,39.8256080,-087.1808141,Parke County,1146,90,4,North Central Parke Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073449
1800120,40.2667016,-085.6584295,Madison County,1540,83,3,Alexandria Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800120,40.2667016,-085.6584295,Madison County,1540,83,3,Alexandria Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073450
1800150,40.1276816,-085.6488683,Madison County,6874,488,11,Anderson Community School Corporation,IN,2020-08-28,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800150,40.1276816,-085.6488683,Madison County,6874,488,11,Anderson Community School Corporation,IN,2020-09-08,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073451
1800180,41.2216451,-086.2458034,Marshall County,662,40,2,Argos Community Schools,IN,2020-08-28,0,13,0,2,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800180,41.2216451,-086.2458034,Marshall County,662,40,2,Argos Community Schools,IN,2020-09-08,0,13,0,2,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073452
1800210,40.2702136,-087.2194815,Fountain County,671,41,2,Attica Consolidated School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800210,40.2702136,-087.2194815,Fountain County,671,41,2,Attica Consolidated School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073453
1800240,39.0842285,-085.0288855,Dearborn County,2345,162,6,South Dearborn Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800240,39.0842285,-085.0288855,Dearborn County,2345,162,6,South Dearborn Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073454
1800270,39.7607134,-086.3941455,Hendricks County,9766,513,12,Avon Community School Corporation,IN,2020-08-28,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800270,39.7607134,-086.3941455,Hendricks County,9766,513,12,Avon Community School Corporation,IN,2020-09-08,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073455
1800330,38.6351071,-086.9899801,Daviess County,935,54,3,Barr-Reeve Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800330,38.6351071,-086.9899801,Daviess County,935,54,3,Barr-Reeve Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073456
1800360,39.1657361,-085.9027552,Bartholomew County,11530,632,17,Bartholomew County School Corporation,IN,2020-08-28,0,2,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800360,39.1657361,-085.9027552,Bartholomew County,11530,632,17,Bartholomew County School Corporation,IN,2020-09-08,0,2,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073457
1800390,39.3185711,-085.2277693,Franklin County,2181,136,4,Batesville Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800390,39.3185711,-085.2277693,Franklin County,2181,136,4,Batesville Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073458
1800420,41.6415429,-086.0286195,Elkhart County,1859,107,4,Baugo Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800420,41.6415429,-086.0286195,Elkhart County,1859,107,4,Baugo Community Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073459
1800450,39.7157847,-086.0866409,Marion County,3016,161,5,Beech Grove City Schools,IN,2020-08-28,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800450,39.7157847,-086.0866409,Marion County,3016,161,5,Beech Grove City Schools,IN,2020-09-08,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073460
1800480,40.5554972,-087.2940728,Benton County,1757,126,4,Benton Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800480,40.5554972,-087.2940728,Benton County,1757,126,4,Benton Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073461
1800570,40.4726717,-085.3237297,Blackford County,1586,95,4,Blackford County Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800570,40.4726717,-085.3237297,Blackford County,1586,95,4,Blackford County Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073462
1800600,39.0269816,-086.8930089,Greene County,835,55,2,Bloomfield School District,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800600,39.0269816,-086.8930089,Greene County,835,55,2,Bloomfield School District,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073463
1800630,39.1403228,-086.5003502,Monroe County,11181,722,24,Monroe County Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800630,39.1403228,-086.5003502,Monroe County,11181,722,24,Monroe County Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073464
1800660,40.0072369,-085.3181733,Henry County,696,48,2,Blue River Valley Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800660,40.0072369,-085.3181733,Henry County,696,48,2,Blue River Valley Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073465
1800690,38.3367471,-086.1494407,Harrison County,2206,97,4,North Harrison Community School Corporation,IN,2020-08-28,0,0,0,0,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800690,38.3367471,-086.1494407,Harrison County,2206,97,4,North Harrison Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073466
1800720,40.6950849,-085.1468568,Wells County,1632,101,3,Bluffton-Harrison Metropolitan School District,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800720,40.6950849,-085.1468568,Wells County,1632,101,3,Bluffton-Harrison Metropolitan School District,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073467
1800750,41.3107150,-087.1515421,Porter County,1144,71,3,Boone Township Metropolitan School District,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800750,41.3107150,-087.1515421,Porter County,1144,71,3,Boone Township Metropolitan School District,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073468
1800840,39.4381583,-087.0993837,Clay County,4183,270,10,Clay Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
