date,district_id,state,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,new_unspecified_cases,cumulative_unspecified_cases,source,district_name,latitude,longitude,county_name,street_address,city,zip_code,phone,student_count,teacher_count,school_count
2020-10-19,2105130,KY,,4,,5,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Russell Independent,38.519956,-82.713588,Greenup County,908 Powell Lane,Flatwoods,41139,(606)836-9679,2258,131.49,4
2020-10-10,2105160,KY,0,9,0,3,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Russell County,36.979462,-85.058986,Russell County,404 South Main St,Jamestown,42629,(270)343-3191,3129,179.89,5
2020-10-19,2105160,KY,,12,,4,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Russell County,36.979462,-85.058986,Russell County,404 South Main St,Jamestown,42629,(270)343-3191,3129,179.89,5
2020-10-10,2105190,KY,1,8,0,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Russellville Independent,36.843492,-86.884879,Logan County,355 South Summer Street,Russellville,42276,(270)726-8405,983,69,3
2020-10-19,2105190,KY,,9,,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Russellville Independent,36.843492,-86.884879,Logan County,355 South Summer Street,Russellville,42276,(270)726-8405,983,69,3
2020-10-10,2105220,KY,0,0,0,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Science Hill Independent,37.177426,-84.624304,Pulaski County,6007 N Hwy 27,Science Hill,42553,(606)423-3341,406,24,1
2020-10-19,2105220,KY,,0,,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Science Hill Independent,37.177426,-84.624304,Pulaski County,6007 N Hwy 27,Science Hill,42553,(606)423-3341,406,24,1
2020-10-10,2105260,KY,1,2,1,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Scott County,38.210634,-84.60875,Scott County,2168 Frankfort Pk,Georgetown,40324,(502)863-3663,9471,546.24,17
2020-10-19,2105260,KY,,3,,5,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Scott County,38.210634,-84.60875,Scott County,2168 Frankfort Pk,Georgetown,40324,(502)863-3663,9471,546.24,17
2020-10-10,2105320,KY,0,3,0,3,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Shelby County,38.211913,-85.228533,Shelby County,1155 W Main St,Shelbyville,40065,(502)633-2375,7224,411.86,14
2020-10-19,2105320,KY,,0,,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Shelby County,38.211913,-85.228533,Shelby County,1155 W Main St,Shelbyville,40065,(502)633-2375,7224,411.86,14
2020-10-19,2105320,KY,,21,,11,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Shelby County,38.211913,-85.228533,Shelby County,1155 W Main St,Shelbyville,40065,(502)633-2375,7224,411.86,14
2020-10-10,2105400,KY,2,9,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Simpson County,36.714655,-86.578739,Simpson County,430 S College St,Franklin,42135,(270)586-8877,3001,187.39,6
2020-10-19,2105400,KY,,10,,4,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Simpson County,36.714655,-86.578739,Simpson County,430 S College St,Franklin,42135,(270)586-8877,3001,187.39,6
2020-10-10,2105430,KY,0,2,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Somerset Independent,37.094893,-84.601973,Pulaski County,305 College St,Somerset,42501,(606)679-4451,1660,111.47,3
2020-10-19,2105430,KY,,2,,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Somerset Independent,37.094893,-84.601973,Pulaski County,305 College St,Somerset,42501,(606)679-4451,1660,111.47,3
2020-10-10,2105460,KY,0,39,0,14,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Southgate Independent,39.071925,-84.474344,Campbell County,6 William F. Blatt Avenue,Southgate,41071,(859)441-0743,208,15.4,1
2020-10-19,2105460,KY,,0,,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Southgate Independent,39.071925,-84.474344,Campbell County,6 William F. Blatt Avenue,Southgate,41071,(859)441-0743,208,15.4,1
2020-10-10,2105490,KY,0,3,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Spencer County,38.030363,-85.348464,Spencer County,207 W Main St,Taylorsville,40071,(502)477-3250,3066,165.18,5
2020-10-19,2105490,KY,,1,,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Spencer County,38.030363,-85.348464,Spencer County,207 W Main St,Taylorsville,40071,(502)477-3250,3066,165.18,5
2020-10-19,2105490,KY,,4,,3,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Spencer County,38.030363,-85.348464,Spencer County,207 W Main St,Taylorsville,40071,(502)477-3250,3066,165.18,5
2020-10-10,2105520,KY,1,8,1,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Taylor County,37.349991,-85.333494,Taylor County,1209 E Broadway,Campbellsville,42718,(270)465-5371,2721,150.9,5
2020-10-19,2105520,KY,,2,,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Taylor County,37.349991,-85.333494,Taylor County,1209 E Broadway,Campbellsville,42718,(270)465-5371,2721,150.9,5
2020-10-19,2105520,KY,,12,,3,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Taylor County,37.349991,-85.333494,Taylor County,1209 E Broadway,Campbellsville,42718,(270)465-5371,2721,150.9,5
2020-10-10,2105550,KY,0,5,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Todd County,36.800202,-87.164624,Todd County,205 Airport Rd,Elkton,42220,(270)265-2436,1998,117.79,5
2020-10-19,2105550,KY,,9,,4,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Todd County,36.800202,-87.164624,Todd County,205 Airport Rd,Elkton,42220,(270)265-2436,1998,117.79,5
2020-10-10,2105580,KY,0,7,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Trigg County,36.866764,-87.824616,Trigg County,202 Main St,Cadiz,42211,(270)522-6075,2028,119,4
2020-10-19,2105580,KY,,10,,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Trigg County,36.866764,-87.824616,Trigg County,202 Main St,Cadiz,42211,(270)522-6075,2028,119,4
2020-10-10,2105610,KY,0,1,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Trimble County,38.597502,-85.315987,Trimble County,116 Wentworth Ave.,Bedford,40006,(502)255-3201,1247,66.91,4
2020-10-19,2105610,KY,,2,,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Trimble County,38.597502,-85.315987,Trimble County,116 Wentworth Ave.,Bedford,40006,(502)255-3201,1247,66.91,4
2020-10-10,2105640,KY,0,5,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Union County,37.677345,-87.916712,Union County,510 S Mart St,Morganfield,42437,(270)389-1694,2221,146.99,8
2020-10-19,2105640,KY,,10,,5,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Union County,37.677345,-87.916712,Union County,510 S Mart St,Morganfield,42437,(270)389-1694,2221,146.99,8
2020-10-10,2105700,KY,0,2,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Walton-Verona Independent,38.86183,-84.617706,Boone County,16 School Rd,Walton,41094,(859)485-4181,1762,105,4
2020-10-10,2105730,KY,5,89,2,9,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Warren County,36.971741,-86.400757,Warren County,303 Lovers Lane,Bowling Green,42102,(270)781-5150,16293,966,36
2020-10-19,2105730,KY,,1,,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Warren County,36.971741,-86.400757,Warren County,303 Lovers Lane,Bowling Green,42102,(270)781-5150,16293,966,36
2020-10-10,2105760,KY,1,3,0,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Washington County,37.683284,-85.207534,Washington County,120 Mackville Hill,Springfield,40069,(859)336-5470,1732,99.36,6
2020-10-10,2105790,KY,0,5,1,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Wayne County,36.824843,-84.863026,Wayne County,1025 S Main St,Monticello,42633,(606)348-8484,3208,202.89,8
2020-10-10,2105820,KY,,3,,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Webster County,37.501947,-87.711359,Webster County,28 Sr 1340,Dixon,42409,(270)639-0101,2253,124,6
2020-10-10,2105880,KY,0,0,0,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Whitley County,36.742785,-84.159961,Whitley County,300 Main Street,Williamsburg,40769,(606)549-7000,4350,287.94,11
2020-10-10,2105910,KY,0,2,0,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Williamsburg Independent,36.735597,-84.168247,Whitley County,1000 Main Street,Williamsburg,40769,(606)549-6044,830,57,1
2020-10-10,2105940,KY,0,1,0,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Williamstown Independent,38.642087,-84.562679,Grant County,300 Helton St,Williamstown,41097,(859)824-7144,904,53.73,4
2020-10-10,2105970,KY,0,1,0,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Wolfe County,37.732633,-83.549256,Wolfe County,P.O. Box 160,Campton,41301,(606)668-8002,1284,87,7
2020-10-10,2106000,KY,0,3,0,3,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Woodford County,38.04884,-84.654486,Woodford County,330 Pisgah Pk,Versailles,40383,(859)879-4600,4083,237.04,7
2020-10-19,2106000,KY,,0,,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Woodford County,38.04884,-84.654486,Woodford County,330 Pisgah Pk,Versailles,40383,(859)879-4600,4083,237.04,7
2020-10-10,2121002,KY,0,1,0,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,,,,,,,,,,,
2020-10-10,2190001,KY,1,7,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Diocese Covington,,,,,,,,,,
2020-10-19,2190001,KY,,7,,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Diocese Covington,,,,,,,,,,
2020-10-10,2190002,KY,2,24,1,7,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Diocese Lexington,,,,,,,,,,
2020-10-19,2190002,KY,,25,,9,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Diocese Lexington,,,,,,,,,,
2020-10-10,2190003,KY,0,113,3,22,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Diocese Louisville,,,,,,,,,,
2020-10-19,2190003,KY,,94,,25,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Diocese Louisville,,,,,,,,,,
2020-10-10,2190004,KY,0,6,0,6,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Diocese Owensboro,,,,,,,,,,
2020-10-19,2190004,KY,,7,,5,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,Diocese Owensboro,,,,,,,,,,
2020-10-19,2199997,KY,,94,,87,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf,,,,,,,,,,,
2020-10-21,2200030,LA,,18,,7,,,https://ldh.la.gov/index.cfm/page/3997,Acadia Parish,30.21079,-92.37166,Acadia Parish,P.O. Drawer 309,Crowley,70527,(337)783-3664,9762,519.19,27
2020-10-10,2200039,LA,,,,12,,,https://www.brproud.com/news/local-news/19-zachary-school-district-teachers-are-under-quarantine-orders-due-to-covid-19/,Zachary Community School District,30.651838,-91.164462,East Baton Rouge Parish,3755 Church Street,Zachary,70791,(225)658-4969,5551,300.89,7
2020-10-21,2200060,LA,,10,,16,,,https://ldh.la.gov/index.cfm/page/3997,Allen Parish,30.603425,-92.7735,Allen Parish,P O Drawer C,Oberlin,70655,(337)639-4311,4253,302,11
2020-10-10,2200090,LA,,,,,,1,https://www.brproud.com/news/member-of-dutchtown-high-school-tests-positive-for-the-coronavirus/,Ascension Parish,30.10092,-90.992265,Ascension Parish,P.O. Box 189,Donaldsonville,70346,(225)391-7000,22537,1295.63,28
2020-10-21,2200090,LA,,34,,20,,,https://ldh.la.gov/index.cfm/page/3997,Ascension Parish,30.10092,-90.992265,Ascension Parish,P.O. Box 189,Donaldsonville,70346,(225)391-7000,22537,1295.63,28
2020-10-21,2200120,LA,,0,,1,,,https://ldh.la.gov/index.cfm/page/3997,Assumption Parish,29.946485,-91.027849,Assumption Parish,4901 Highway 308,Napoleonville,70390,(985)369-7251,3354,175.61,9
2020-10-21,2200150,LA,,1,,1,,,https://ldh.la.gov/index.cfm/page/3997,Avoyelles Parish,31.125393,-92.071838,Avoyelles Parish,221 Tunica Drive West,Marksville,71351,(318)240-0201,5285,220,10
2020-10-21,2200180,LA,,7,,1,,,https://ldh.la.gov/index.cfm/page/3997,Beauregard Parish,30.84678,-93.291185,Beauregard Parish,P.O. Drawer 938,DeRidder,70634,(337)463-5551,5874,346.39,12
2020-10-21,2200210,LA,,5,,1,,,https://ldh.la.gov/index.cfm/page/3997,Bienville Parish,32.54943,-92.921265,Bienville Parish,P.O. Box 418,Arcadia,71001,(318)263-9416,2157,176.86,9
2020-10-21,2200270,LA,,111,,39,,,https://ldh.la.gov/index.cfm/page/3997,Bossier Parish,32.69548,-93.74015,Bossier Parish,P.O. Box 2000,Benton,71006,(318)549-5000,22589,1195.5,33
2020-10-21,2200300,LA,,67,,25,,,https://ldh.la.gov/index.cfm/page/3997,Caddo Parish,32.51487,-93.74689,Caddo Parish,P.O. Box 32000,Shreveport,71130,(318)603-7106,38199,1758.15,63
2020-10-21,2200330,LA,,0,,0,,,https://ldh.la.gov/index.cfm/page/3997,Calcasieu Parish,30.226472,-93.213297,Calcasieu Parish,P. O. Box 800,Lake Charles,70602,(337)217-4000,31902,1891.6,58
2020-10-21,2200360,LA,,1,,7,,,https://ldh.la.gov/index.cfm/page/3997,Caldwell Parish,32.14703,-92.06892,Caldwell Parish,P.O. Box 1019,Columbia,71418,(318)649-2689,1515,99.68,5
2020-10-21,2200390,LA,,0,,0,,,https://ldh.la.gov/index.cfm/page/3997,Cameron Parish,29.795818,-93.319895,Cameron Parish,510 Marshall Street,Cameron,70631,(337)775-5784,1341,125.08,4
2020-10-21,2200420,LA,,0,,0,,,https://ldh.la.gov/index.cfm/page/3997,Catahoula Parish,31.76336,-91.83443,Catahoula Parish,P.O. Box 290,Harrisonburg,71340,(318)744-5727,1199,74.12,5
2020-10-21,2200450,LA,,10,,1,,,https://ldh.la.gov/index.cfm/page/3997,Claiborne Parish,32.790445,-93.05639,Claiborne Parish,P.O. Box 600,Homer,71040,(318)927-3502,1686,80.83,6
2020-10-21,2200480,LA,,14,,11,,,https://ldh.la.gov/index.cfm/page/3997,Concordia Parish,31.56755,-91.430015,Concordia Parish,P.O. Box 950,Vidalia,71373,(318)336-4226,3331,221.24,10
2020-10-21,2200510,LA,,11,,1,,,https://ldh.la.gov/index.cfm/page/3997,DeSoto Parish,32.035833,-93.704512,De Soto Parish,201 Crosby Street,Mansfield,71052,(318)872-2836,5034,289.83,9
2020-10-21,2200540,LA,,95,,33,,,https://ldh.la.gov/index.cfm/page/3997,East Baton Rouge Parish,30.44941,-91.18224,East Baton Rouge Parish,P.O. Box 2950,Baton Rouge,70821,(225)922-5400,40668,2271.85,83
2020-10-21,2200570,LA,,0,,1,,,https://ldh.la.gov/index.cfm/page/3997,East Carroll Parish,32.80125,-91.178355,East Carroll Parish,P.O. Box 792,Lake Providence,71254,(318)559-2222,946,51.22,3
2020-10-21,2200600,LA,,5,,0,,,https://ldh.la.gov/index.cfm/page/3997,East Feliciana Parish,30.863215,-91.018951,East Feliciana Parish,P.O. Box 397,Clinton,70722,(225)683-8277,1884,145,7
2020-10-21,2200630,LA,,15,,11,,,https://ldh.la.gov/index.cfm/page/3997,Evangeline Parish,30.678904,-92.280932,Evangeline Parish,1123 Te Mamou Road,Ville Platte,70586,(337)363-6651,5820,294.36,11
2020-10-21,2200660,LA,,15,,15,,,https://ldh.la.gov/index.cfm/page/3997,Franklin Parish,32.152762,-91.728743,Franklin Parish,7293 Prairie Road,Winnsboro,71295,(318)435-9046,3002,191.65,6
2020-10-21,2200690,LA,,1,,1,,,https://ldh.la.gov/index.cfm/page/3997,Grant Parish,31.519815,-92.70839,Grant Parish,P.O. Box 208,Colfax,71417,(318)627-3274,3021,175.75,8
2020-10-21,2200720,LA,,5,,1,,,https://ldh.la.gov/index.cfm/page/3997,Iberia Parish,29.989665,-91.817705,Iberia Parish,P.O. Box 200,New Iberia,70562,(337)365-2341,12555,699.23,22
2020-10-21,2200750,LA,,1,,1,,,https://ldh.la.gov/index.cfm/page/3997,Iberville Parish,30.28903,-91.23503,Iberville Parish,P.O. Box 151,Plaquemine,70765,(225)687-4341,4792,338,7
2020-10-21,2200780,LA,,16,,14,,,https://ldh.la.gov/index.cfm/page/3997,Jackson Parish,32.245274,-92.714014,Jackson Parish,P.O. Box 705,Jonesboro,71251,(318)259-4456,2260,137.14,5
2020-10-21,2200810,LA,,1,,1,,,https://ldh.la.gov/index.cfm/page/3997,Jefferson Davis Parish,30.221022,-92.660528,Jefferson Davis Parish,P.O. Box 640,Jennings,70546,(337)824-1834,5784,302.97,13
2020-10-10,2200840,LA,,,,,,29,https://www.nola.com/news/coronavirus/article_c2facc14-ff48-11ea-a393-378f4d5fce74.html,Jefferson Parish,29.885707,-90.054608,Jefferson Parish,1901 Manhattan Suite A201,Harvey,70058,(504)349-7600,48254,2369.73,84
2020-10-21,2200840,LA,,63,,30,,,https://ldh.la.gov/index.cfm/page/3997,Jefferson Parish,29.885707,-90.054608,Jefferson Parish,1901 Manhattan Suite A201,Harvey,70058,(504)349-7600,48254,2369.73,84
2020-10-21,2200870,LA,,67,,33,,,https://ldh.la.gov/index.cfm/page/3997,Lafayette Parish,30.22752,-92.015,Lafayette Parish,P.O. Drawer 2158,Lafayette,70502,(337)521-7000,30897,1629,46
2020-10-10,2200900,LA,,,,5,,,https://www.wdsu.com/article/lafourche-parish-school-board-confirms-covid19-cases-among-employees/33636114#,Lafourche Parish,29.79552,-90.82253,Lafourche Parish,P.O. Box 879,Thibodaux,70302,(985)446-5631,14402,744.59,31
2020-10-21,2200900,LA,,17,,14,,,https://ldh.la.gov/index.cfm/page/3997,Lafourche Parish,29.79552,-90.82253,Lafourche Parish,P.O. Box 879,Thibodaux,70302,(985)446-5631,14402,744.59,31
2020-10-21,2200960,LA,,9,,0,,,https://ldh.la.gov/index.cfm/page/3997,LaSalle Parish,31.689355,-92.132237,LaSalle Parish,P.O. Drawer 90,Jena,71342,(318)992-2161,2635,163.27,9
2020-10-21,2200990,LA,,24,,14,,,https://ldh.la.gov/index.cfm/page/3997,Lincoln Parish,32.524599,-92.631023,Lincoln Parish,410 South Farmerville Street,Ruston,71270,(318)255-1430,5486,342.43,12
2020-10-10,2201020,LA,,,,7,,,https://www.wbrz.com/news/livingston-parish-schools-report-more-than-100-students-staff-members-in-quarantine/,Livingston Parish,30.42125,-90.75454,Livingston Parish,P.O. Box 1130,Livingston,70754,(225)686-7044,25520,1272.85,44
2020-10-21,2201020,LA,,84,,11,,,https://ldh.la.gov/index.cfm/page/3997,Livingston Parish,30.42125,-90.75454,Livingston Parish,P.O. Box 1130,Livingston,70754,(225)686-7044,25520,1272.85,44
2020-10-21,2201050,LA,,1,,1,,,https://ldh.la.gov/index.cfm/page/3997,Madison Parish,32.40827,-91.18615,Madison Parish,P.O. Box 1620,Tallulah,71284,(318)574-3616,1243,64.91,5
2020-10-21,2201110,LA,,1,,0,,,https://ldh.la.gov/index.cfm/page/3997,Morehouse Parish,32.77825,-91.91503,Morehouse Parish,P.O. Box 872,Bastrop,71221,(318)281-5784,3758,222.83,5
2020-10-21,2201140,LA,,5,,1,,,https://ldh.la.gov/index.cfm/page/3997,Natchitoches Parish,31.761795,-93.088405,Natchitoches Parish,P.O. Box 16,Natchitoches,71458,(318)352-2358,5933,287.26,15
2020-10-10,2201170,LA,,2,,25,,,https://thelensnola.org/2020/09/04/emails-25-school-employees-at-19-new-orleans-public-schools-have-tested-positive-for-coronavirus-over-summer/,Orleans Parish,29.92854,-90.020956,Orleans Parish,2401 Westbend Parkway,New Orleans,70114,(504)304-5680,4642,263.37,11
2020-10-21,2201170,LA,,31,,25,,,https://ldh.la.gov/index.cfm/page/3997,Orleans Parish,29.92854,-90.020956,Orleans Parish,2401 Westbend Parkway,New Orleans,70114,(504)304-5680,4642,263.37,11
2020-10-21,2201200,LA,,110,,47,,,https://ldh.la.gov/index.cfm/page/3997,Ouachita Parish,32.50078,-92.11527,Ouachita Parish,P.O. Box 1642,Monroe,71210,(318)432-5000,19054,1042.15,36
2020-10-21,2201230,LA,,8,,6,,,https://ldh.la.gov/index.cfm/page/3997,Plaquemines Parish,29.900093,-89.984383,Plaquemines Parish,1484 Woodland Hwy.,Belle Chasse,70037,(504)595-6400,4014,137,8
2020-10-21,2201260,LA,,1,,1,,,https://ldh.la.gov/index.cfm/page/3997,Pointe Coupee Parish,30.697872,-91.435102,Pointe Coupee Parish,P.O. Drawer 579,New Roads,70760,(225)638-8674,2863,175,5
2020-10-10,2201290,LA,,32,,35,,,https://www.kalb.com/2020/08/19/rpsb-provides-an-update-on-the-first-week-of-school/,Rapides Parish,31.30997,-92.44619,Rapides Parish,P.O. Box 1230,Alexandria,71309,(318)487-0888,23139,1264.82,47
2020-10-21,2201290,LA,,71,,30,,,https://ldh.la.gov/index.cfm/page/3997,Rapides Parish,31.30997,-92.44619,Rapides Parish,P.O. Box 1230,Alexandria,71309,(318)487-0888,23139,1264.82,47
2020-10-21,2201320,LA,,0,,12,,,https://ldh.la.gov/index.cfm/page/3997,Red River Parish,32.03762,-93.30164,Red River Parish,P.O. Box 1369,Coushatta,71019,(318)932-4081,1438,94.28,5
2020-10-21,2201350,LA,,8,,12,,,https://ldh.la.gov/index.cfm/page/3997,Richland Parish,32.473545,-91.75593,Richland Parish,P.O. Box 599,Rayville,71269,(318)728-5964,2785,152.42,12
2020-10-21,2201380,LA,,20,,1,,,https://ldh.la.gov/index.cfm/page/3997,Sabine Parish,31.52235,-93.54983,Sabine Parish,P.O. Box 1079,Many,71449,(318)256-9228,4388,236,10
2020-10-10,2201410,LA,,,,,,2,https://www.thestbernardvoice.com/news/st-bernard-schools-report-two-positive-coronavirus-cases,St. Bernard Parish,29.936245,-89.965343,St. Bernard Parish,200 East St. Bernard Highway,Chalmette,70043,(504)301-2000,7752,438.88,12
2020-10-21,2201410,LA,,11,,9,,,https://ldh.la.gov/index.cfm/page/3997,St. Bernard Parish,29.936245,-89.965343,St. Bernard Parish,200 East St. Bernard Highway,Chalmette,70043,(504)301-2000,7752,438.88,12
2020-10-21,2201440,LA,,18,,14,,,https://ldh.la.gov/index.cfm/page/3997,St. Charles Parish,29.938543,-90.3799,St. Charles Parish,13855 River Road,Luling,70070,(985)785-6289,9328,651.99,15
2020-10-21,2201470,LA,,0,,0,,,https://ldh.la.gov/index.cfm/page/3997,St. Helena Parish,30.82814,-90.66979,St. Helena Parish,P.O. Box 540,Greensburg,70441,(225)222-4349,1181,67.87,3
2020-10-21,2201500,LA,,1,,0,,,https://ldh.la.gov/index.cfm/page/3997,St. James Parish,30.04141,-90.697022,St. James Parish,P.O. Box 338,Lutcher,70071,(225)258-4501,3766,252,6
2020-10-21,2201530,LA,,5,,1,,,https://ldh.la.gov/index.cfm/page/3997,St. John the Baptist Parish,30.05729,-90.554965,St. John the Baptist Parish,P.O. Drawer AL,Reserve,70084,(985)536-1106,5940,408.29,10
2020-10-21,2201560,LA,,8,,11,,,https://ldh.la.gov/index.cfm/page/3997,St. Landry Parish,30.533377,-92.071571,St. Landry Parish,P.O. Box 310,Opelousas,70571,(337)948-3657,13358,784,33
2020-10-21,2201590,LA,,14,,5,,,https://ldh.la.gov/index.cfm/page/3997,St. Martin Parish,30.272576,-91.899516,St. Martin Parish,P.O. Box 1000,Breaux Bridge,70517,(337)332-2105,7830,390.59,16
2020-10-21,2201620,LA,,1,,7,,,https://ldh.la.gov/index.cfm/page/3997,St. Mary Parish,29.75993,-91.42962,St. Mary Parish,P.O. Box 170,Centerville,70522,(337)836-9661,8427,464.16,21
2020-10-21,2201650,LA,,119,,45,,,https://ldh.la.gov/index.cfm/page/3997,St. Tammany Parish,30.496597,-90.104855,St. Tammany Parish,P.O. Box 940,Covington,70434,(985)892-2276,38041,2049.91,55
2020-10-10,2201680,LA,,,,1,,,https://northshoreparent.com/tangi-school-district-employee-test-positive/,Tangipahoa Parish,30.717687,-90.53716,Tangipahoa Parish,59656 Puleston Road,Amite,70422,(985)748-2502,19294,1083.76,34
2020-10-21,2201680,LA,,22,,32,,,https://ldh.la.gov/index.cfm/page/3997,Tangipahoa Parish,30.717687,-90.53716,Tangipahoa Parish,59656 Puleston Road,Amite,70422,(985)748-2502,19294,1083.76,34
2020-10-21,2201710,LA,,0,,0,,,https://ldh.la.gov/index.cfm/page/3997,Tensas Parish,31.9177,-91.239585,Tensas Parish,P.O. Box 318,St. Joseph,71366,(318)766-3269,449,28.05,2
2020-10-21,2201740,LA,,21,,13,,,https://ldh.la.gov/index.cfm/page/3997,Terrebonne Parish,29.59483,-90.72448,Terrebonne Parish,P.O. Box 5097,Houma,70361,(985)876-7400,17256,908.46,32
2020-10-21,2201770,LA,,1,,1,,,https://ldh.la.gov/index.cfm/page/3997,Union Parish,32.77273,-92.40501,Union Parish,P.O. Box 308,Farmerville,71241,(318)368-9715,1997,124.61,5
2020-10-21,2201800,LA,,25,,1,,,https://ldh.la.gov/index.cfm/page/3997,Vermilion Parish,29.97333,-92.13575,Vermilion Parish,P.O. Drawer 520,Abbeville,70511,(337)893-3973,9575,549.89,20
2020-10-21,2201830,LA,,7,,1,,,https://ldh.la.gov/index.cfm/page/3997,Vernon Parish,31.152558,-93.262433,Vernon Parish,201 Belview Road,Leesville,71446,(337)239-3401,8684,486.29,18
2020-10-21,2201860,LA,,27,,21,,,https://ldh.la.gov/index.cfm/page/3997,Washington Parish,30.85072,-90.153675,Washington Parish,P.O. Box 587,Franklinton,70438,(985)839-3436,5218,286.01,10
2020-10-21,2201890,LA,,1,,1,,,https://ldh.la.gov/index.cfm/page/3997,Webster Parish,32.61518,-93.286,Webster Parish,P.O. Box 520,Minden,71058,(318)377-7052,6140,296,14
2020-10-21,2201920,LA,,1,,0,,,https://ldh.la.gov/index.cfm/page/3997,West Baton Rouge Parish,30.46128,-91.35583,West Baton Rouge Parish,3761 Rosedale Road,Port Allen,70767,(225)343-8309,3802,261,10
2020-10-21,2201950,LA,,1,,1,,,https://ldh.la.gov/index.cfm/page/3997,West Carroll Parish,32.86101,-91.387903,West Carroll Parish,314 East Main Street,Oak Grove,71263,(318)428-2378,1989,121.85,5
2020-10-21,2201980,LA,,1,,0,,,https://ldh.la.gov/index.cfm/page/3997,West Feliciana Parish,30.86584,-91.35604,West Feliciana Parish,P.O. Box 1910,St. Francisville,70775,(225)635-3891,2267,147.33,4
