x,y,district_id,State District ID,district_name,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Students,Teachers,Schools,Locale Code,Locale,Student Teacher Ratio,Type,Last update,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,Link
-111.93466,43.669903,1601570,ID-251,JEFFERSON COUNTY JOINT DISTRICT,Jefferson County,3850 E 300 N,RIGBY,ID,83442,5422,(208)745-6693,6153,296.58,10,41,Rural: Fringe,20.7,Regular School District,,,,,,,,
-114.51953,42.727962,1601590,ID-261,JEROME JOINT DISTRICT,Jerome County,125 4TH AVENUE WEST,JEROME,ID,83338,1818,(208)324-2392,4162,205.64,7,33,Town: Remote,20.2,Regular School District,,,,,,,,
-116.379179,43.596427,1602100,ID-002,JOINT SCHOOL DISTRICT NO. 2,Ada County,1303 EAST CENTRAL DRIVE,MERIDIAN,ID,83642,7991,(208)855-4500,40205,2038.82,58,21,Suburb: Large,19.7,Regular School District,,,,,,,,
-116.02939,46.221719,1601620,ID-304,KAMIAH JOINT DISTRICT,Lewis County,1102 HILL STREET,KAMIAH,ID,83536,5272,(208)935-2991,428,31.38,2,43,Rural: Remote,13.6,Regular School District,,,,,,,,
-116.135254,47.542241,1601650,ID-391,KELLOGG JOINT DISTRICT,Shoshone County,800 BUNKER AVENUE,KELLOGG,ID,83837,2209,(208)784-1348,1110,66.05,4,41,Rural: Fringe,16.8,Regular School District,,,,,,,,
-116.647158,46.615616,1601680,ID-283,KENDRICK JOINT DISTRICT,Latah County,PO BOX 283,KENDRICK,ID,83537,283,(208)289-4211,239,17.5,2,42,Rural: Distant,13.7,Regular School District,,,,,,,,
-114.365419,42.533572,1601710,ID-414,KIMBERLY DISTRICT,Twin Falls County,141 CENTER STREET WEST,KIMBERLY,ID,83341,<Null>,(208)423-4170,2005,101.93,4,33,Town: Remote,19.7,Regular School District,,,,,,,,
-116.672154,47.400473,1601740,ID-274,KOOTENAI DISTRICT,Kootenai County,13030 EAST OGARA ROAD,HARRISON,ID,83833,7641,(208)689-3631,141,15.67,2,42,Rural: Distant,9,Regular School District,,,,,,,,
-116.404706,43.497963,1601770,ID-003,KUNA JOINT DISTRICT,Ada County,711 EAST PORTER ROAD,KUNA,ID,83634,1484,(208)922-1000,5418,267.34,10,31,Town: Fringe,20.3,Regular School District,,,,,,,,
-116.539569,48.303886,1600002,ID-084,LAKE PEND OREILLE SCHOOL DISTRICT,Bonner County,901 TRIANGLE DRIVE,PONDERAY,ID,83852,9747,(208)263-2184,3785,209.28,13,32,Town: Distant,18.1,Regular School District,,,,,,,,
-116.888221,47.813624,1601800,ID-272,LAKELAND DISTRICT,Kootenai County,15506 N. WASHINGTON ST,RATHDRUM,ID,83858,39,(208)687-0431,4450,259.4,11,42,Rural: Distant,17.2,Regular School District,,,,,,,,
-116.80495,46.40159,1601830,ID-341,LAPWAI DISTRICT,Nez Perce County,404 SOUTH MAIN STREET,LAPWAI,ID,83540,6131,(208)843-2622,518,35.94,2,42,Rural: Distant,14.4,Regular School District,,,,,,,,
-116.969307,46.383332,1601860,ID-340,LEWISTON INDEPENDENT DISTRICT,Nez Perce County,3317 12TH STREET,LEWISTON,ID,83501,5308,(208)748-3000,4798,284.2,13,13,City: Small,16.9,Regular School District,,,,,,,,
-113.614015,43.91362,1601900,ID-182,MACKAY JOINT DISTRICT,Custer County,PO BOX 390,MACKAY,ID,83251,390,(208)588-2896,226,17.5,2,43,Rural: Remote,12.9,Regular School District,,,,,,,,
-111.785346,43.826098,1601920,ID-321,MADISON DISTRICT,Madison County,60 WEST MAIN,REXBURG,ID,83440,1825,(208)359-3300,5334,265.54,10,41,Rural: Fringe,20.1,Regular School District,,,,,,,,
-112.171557,42.55997,1601950,ID-021,MARSH VALLEY JOINT DISTRICT,Bannock County,PO BOX 180,ARIMO,ID,83214,180,(208)254-3306,1301,73.95,6,42,Rural: Distant,17.6,Regular School District,,,,,,,,
-116.809271,43.548733,1601980,ID-363,MARSING JOINT DISTRICT,Owyhee County,PO BOX 340,MARSING,ID,83639,340,(208)896-4111,865,49.03,3,42,Rural: Distant,17.6,Regular School District,,,,,,,,
-116.10386,44.907683,1602030,ID-421,MCCALL-DONNELLY JOINT SCHOOL DISTRICT,Valley County,120 IDAHO STREET,MCCALL,ID,83638,3826,(208)634-2161,1285,79.9,5,43,Rural: Remote,16.1,Regular School District,,,,,,,,
-116.220121,44.958482,1602060,ID-011,MEADOWS VALLEY DISTRICT,Adams County,PO BOX DRAWER F,NEW MEADOWS,ID,83654,905,(208)347-2411,161,16.32,1,43,Rural: Remote,9.9,Regular School District,,,,,,,,
-116.53129,43.3738,1602070,ID-136,MELBA JOINT DISTRICT,Canyon County,PO BOX 185,MELBA,ID,83641,185,(208)495-1141,871,46.47,2,42,Rural: Distant,18.7,Regular School District,,,,,,,,
-116.62664,43.706123,1602130,ID-134,MIDDLETON DISTRICT,Canyon County,5 SOUTH VIKING AVENUE,MIDDLETON,ID,83644,5563,(208)585-3027,4121,201.33,6,41,Rural: Fringe,20.5,Regular School District,,,,,,,,
-116.730598,44.470111,1602160,ID-433,MIDVALE DISTRICT,Washington County,PO BOX 130,MIDVALE,ID,83645,130,(208)355-2678,123,15.06,2,43,Rural: Remote,8.2,Regular School District,,,,,,,,
-113.67039,42.621768,1602190,ID-331,MINIDOKA COUNTY JOINT DISTRICT,Minidoka County,310 10TH STREET,RUPERT,ID,83350,1610,(208)436-4727,4400,246.64,12,33,Town: Remote,17.8,Regular School District,,,,,,,,
-116.98344,46.74008,1602220,ID-281,MOSCOW DISTRICT,Latah County,650 NORTH CLEVELAND,MOSCOW,ID,83843,3600,(208)882-1120,2552,158.97,8,32,Town: Distant,16.1,Regular School District,,,,,,,,
-115.694275,43.13438,1602250,ID-193,MOUNTAIN HOME DISTRICT,Elmore County,470 NORTH 3RD EAST,MOUNTAIN HOME,ID,83647,1390,(208)587-2580,4006,197.92,9,32,Town: Distant,20.2,Regular School District,,,,,,,,
-116.12949,45.919033,1600139,ID-244,MOUNTAIN VIEW SCHOOL DISTRICT,Idaho County,714 JEFFERSON STREET,GRANGEVILLE,ID,83530,1545,(208)983-0990,1231,77.54,5,33,Town: Remote,15.9,Regular School District,,,,,,,,
-115.798081,47.469029,1602280,ID-392,MULLAN DISTRICT,Shoshone County,345 PARK AVENUE,MULLAN,ID,83846,71,(208)744-1118,98,13.21,1,42,Rural: Distant,7.4,Regular School District,,,,,,,,
-114.16645,42.491716,1602310,ID-418,MURTAUGH JOINT DISTRICT,Twin Falls County,PO BOX 117,MURTAUGH,ID,83344,117,(208)432-5451,374,25.2,1,42,Rural: Distant,14.8,Regular School District,,,,,,,,
-116.577956,43.562742,1602340,ID-131,NAMPA SCHOOL DISTRICT,Canyon County,619 SOUTH CANYON STREET,NAMPA,ID,83686,6634,(208)468-4600,15791,835.24,26,22,Suburb: Midsize,18.9,Regular School District,,,,,,,,
-116.818326,43.969466,1602370,ID-372,NEW PLYMOUTH DISTRICT,Payette County,103 SE AVENUE,NEW PLYMOUTH,ID,83655,3009,(208)278-5740,1000,53.34,3,42,Rural: Distant,18.7,Regular School District,,,,,,,,
-116.240505,46.23572,1602400,ID-302,NEZPERCE JOINT DISTRICT,Lewis County,PO BOX 279,NEZPERCE,ID,83543,279,(208)937-2551,144,16.08,1,43,Rural: Remote,9,Regular School District,,,,,,,,
-111.886727,42.715399,1602430,ID-149,NORTH GEM DISTRICT,Caribou County,PO BOX 70,BANCROFT,ID,83217,70,(208)648-7848,171,17.15,3,43,Rural: Remote,10,Regular School District,,,,,,,,
-116.797712,43.736252,1602460,ID-135,NOTUS DISTRICT,Canyon County,25257 NOTUS ROAD,CALDWELL,ID,83607,8736,(208)459-7442,425,30.15,2,41,Rural: Fringe,14.1,Regular School District,,,,,,,,
-112.24386,42.184757,1602490,ID-351,ONEIDA COUNTY DISTRICT,Oneida County,25 EAST 50 SOUTH SUITE A,MALAD CITY,ID,83252,1374,(208)766-4701,2464,110.67,6,43,Rural: Remote,22.3,Regular School District,,,,,,,,
-116.21314,46.49021,1602520,ID-171,OROFINO JOINT DISTRICT,Clearwater County,PO BOX 2259,OROFINO,ID,83544,2259,(208)476-5593,1171,76.08,8,32,Town: Distant,15.4,Regular School District,,,,,,,,
-116.93709,43.78878,1602550,ID-137,PARMA DISTRICT,Canyon County,805 EAST MCCONNELL,PARMA,ID,83660,5611,(208)722-4069,1078,62.28,3,42,Rural: Distant,17.3,Regular School District,,,,,,,,
-116.928923,44.075102,1602580,ID-371,PAYETTE JOINT DISTRICT,Payette County,20 NORTH 12TH STREET,PAYETTE,ID,83661,2603,(208)642-9366,1599,84.55,4,32,Town: Distant,18.9,Regular School District,,,,,,,,
-116.88902,47.336205,1600815,ID-044,PLUMMER-WORLEY JOINT DISTRICT,Benewah County,PO BOX 130,PLUMMER,ID,83851,130,(208)686-1621,374,33.04,3,42,Rural: Distant,11.3,Regular School District,,,,,,,,
-112.466277,42.890568,1602640,ID-025,POCATELLO DISTRICT,Bannock County,3115 POLE LINE ROAD,POCATELLO,ID,83201,6119,(208)232-3563,12596,629.16,24,13,City: Small,20,Regular School District,,,,,,,,
-116.91579,47.7098,1602670,ID-273,POST FALLS DISTRICT,Kootenai County,PO BOX 40,POST FALLS,ID,83877,40,(208)773-1658,6111,292.15,11,23,Suburb: Small,20.9,Regular School District,,,,,,,,
-116.904895,46.927145,1602700,ID-285,POTLATCH DISTRICT,Latah County,130 6TH STREET,POTLATCH,ID,83855,8757,(208)875-0327,465,31.75,2,43,Rural: Remote,14.6,Regular School District,,,,,,,,
-115.571921,43.443177,1602730,ID-191,PRAIRIE ELEMENTARY DISTRICT,Elmore County,1969 PRAIRIE ROAD,PRAIRIE,ID,83647,9401,(208)868-3243,1,0.96,1,43,Rural: Remote,1,Regular School District,,,,,,,,
-111.8736,42.092117,1600960,ID-201,PRESTON JOINT DISTRICT,Franklin County,120 EAST 2ND SOUTH STREET,PRESTON,ID,83263,1527,(208)852-0283,2439,128.94,6,32,Town: Distant,18.9,Regular School District,,,,,,,,
-114.156716,43.053561,1602760,ID-316,RICHFIELD DISTRICT,Lincoln County,555 NORTH TIGER DRIVE,RICHFIELD,ID,83349,5517,(208)487-2790,191,17.01,1,43,Rural: Remote,11.2,Regular School District,,,,,,,,
-111.7729,43.630443,1602790,ID-252,RIRIE JOINT DISTRICT,Jefferson County,PO BOX 508,RIRIE,ID,83443,508,(208)538-7482,701,40.8,2,42,Rural: Distant,17.2,Regular School District,,,,,,,,
-112.87384,42.57043,1602820,ID-382,ROCKLAND DISTRICT,Power County,PO BOX 119,ROCKLAND,ID,83271,119,(208)548-2221,178,17.52,1,43,Rural: Remote,10.2,Regular School District,,,,,,,,
-113.891148,45.167713,1602850,ID-291,SALMON DISTRICT,Lemhi County,1501 BEAN LANE,SALMON,ID,83467,790,(208)756-4271,820,47.36,4,33,Town: Remote,17.3,Regular School District,,,,,,,,
-116.313155,45.42465,1600138,ID-243,SALMON RIVER JOINT SCHOOL DISTRICT,Idaho County,PO BOX 872,RIGGINS,ID,83549,872,(208)630-6055,127,13.78,2,43,Rural: Remote,9.2,Regular School District,,,,,,,,
-112.122092,43.37318,1602910,ID-060,SHELLEY JOINT DISTRICT,Bingham County,545 SEMINARY AVENUE,SHELLEY,ID,83274,1461,(208)357-3411,2359,111.74,5,31,Town: Fringe,21.1,Regular School District,,,,,,,,
-114.401364,42.926552,1602940,ID-312,SHOSHONE JOINT DISTRICT,Lincoln County,61 EAST HIGHWAY 24,SHOSHONE,ID,83352,5338,(208)886-2338,508,34.53,4,43,Rural: Remote,14.7,Regular School District,,,,,,,,
-112.474735,43.182039,1602970,ID-052,SNAKE RIVER DISTRICT,Bingham County,103 SOUTH 900 WEST,BLACKFOOT,ID,83221,6065,(208)684-3001,1802,95.2,6,41,Rural: Fringe,18.9,Regular School District,,,,,,,,
-111.597847,42.653221,1603000,ID-150,SODA SPRINGS JOINT DISTRICT,Caribou County,250 EAST 2ND SOUTH,SODA SPRINGS,ID,83276,1683,(208)547-3371,906,48.11,3,33,Town: Remote,18.8,Regular School District,,,,,,,,
-113.361985,44.67906,1603030,ID-292,SOUTH LEMHI DISTRICT,Lemhi County,PO BOX 119,LEADORE,ID,83464,119,(208)768-2441,100,12.09,2,43,Rural: Remote,8.3,Regular School District,,,,,,,,
-116.567018,47.316337,1603060,ID-041,ST MARIES JOINT DISTRICT,Benewah County,720 MAIN AVENUE,ST MARIES,ID,83861,1849,(208)245-2579,1008,58.96,5,32,Town: Distant,17.1,Regular School District,,,,,,,,
-111.746765,43.872235,1603090,ID-322,SUGAR-SALEM JOINT DISTRICT,Madison County,PO BOX 150,SUGAR CITY,ID,83448,150,(208)356-8802,1633,87.19,5,32,Town: Distant,18.7,Regular School District,,,,,,,,
-111.23259,43.36511,1603120,ID-092,SWAN VALLEY ELEMENTARY DISTRICT,Bonneville County,PO BOX 220,IRWIN,ID,83428,220,(208)483-2405,53,4,1,43,Rural: Remote,13.3,Regular School District,,,,,,,,
-111.106025,43.724455,1603180,ID-401,TETON COUNTY DISTRICT,Teton County,PO BOX 775,DRIGGS,ID,83422,775,(208)354-2207,1833,105.92,7,43,Rural: Remote,17.3,Regular School District,,,,,,,,
-114.837618,42.199609,1603210,ID-416,THREE CREEK JOINT ELEMENTARY DISTRICT,Twin Falls County,49907 THREE CREEK ROAD,ROGERSON,ID,83302,127,(208)857-2281,7,0.9,1,43,Rural: Remote,7.8,Regular School District,,,,,,,,
-116.76882,46.74103,1600009,ID-287,TROY SCHOOL DISTRICT,Latah County,PO BOX 280,TROY,ID,83871,280,(208)835-3791,272,20.43,2,42,Rural: Distant,13.3,Regular School District,,,,,,,,
-114.471598,42.556916,1603240,ID-411,TWIN FALLS DISTRICT,Twin Falls County,201 MAIN AVENUE WEST,TWIN FALLS,ID,83301,6103,(208)733-6900,9734,493.33,17,33,Town: Remote,19.7,Regular School District,,,,,,,,
-114.171153,42.592105,1603270,ID-262,VALLEY DISTRICT,Jerome County,882 VALLEY ROAD SOUTH,HAZELTON,ID,83335,5050,(208)829-5333,608,39.98,1,43,Rural: Remote,15.2,Regular School District,,,,,,,,
-116.682953,43.623942,1600600,ID-139,VALLIVUE SCHOOL DISTRICT,Canyon County,5207 SOUTH MONTANA AVENUE,CALDWELL,ID,83607,1583,(208)454-0445,9549,476.97,14,41,Rural: Fringe,20,Regular School District,,,,,,,,
-115.955647,47.492785,1603300,ID-393,WALLACE DISTRICT,Shoshone County,PO BOX 267,SILVERTON,ID,83867,267,(208)753-4515,506,40.85,2,33,Town: Remote,12.4,Regular School District,,,,,,,,
-116.984021,44.252399,1603330,ID-431,WEISER DISTRICT,Washington County,925 PIONEER ROAD,WEISER,ID,83672,1146,(208)414-0616,1617,85,5,33,Town: Remote,19,Regular School District,,,,,,,,
-114.6995,42.77643,1603360,ID-232,WENDELL DISTRICT,Gooding County,PO BOX 300,WENDELL,ID,83355,300,(208)536-2418,1083,62.65,3,41,Rural: Fringe,17.3,Regular School District,,,,,,,,
-116.907396,48.178849,1600001,ID-083,WEST BONNER COUNTY DISTRICT,Bonner County,221 MAIN STREET,PRIEST RIVER,ID,83856,8501,(208)448-4439,984,68.67,5,42,Rural: Distant,14.3,Regular School District,,,,,,,,
-112.44448,43.841342,1603400,ID-253,WEST JEFFERSON DISTRICT,Jefferson County,1256 EAST 1500 NORTH,TERRETON,ID,83450,5136,(208)663-4542,600,40.1,4,43,Rural: Remote,15,Regular School District,,,,,,,,
-111.993155,42.12266,1603420,ID-202,WEST SIDE JOINT DISTRICT,Franklin County,PO BOX 39,DAYTON,ID,83232,39,(208)747-3502,794,42.24,3,42,Rural: Distant,18.8,Regular School District,,,,,,,,
-116.558115,46.799495,1600010,ID-288,WHITEPINE JOINT SCHOOL DISTRICT,Latah County,PO BOX 249,DEARY,ID,83823,280,(208)877-1408,247,17.51,2,43,Rural: Remote,14.1,Regular School District,,,,,,,,
-116.904567,43.677077,1603480,ID-133,WILDER DISTRICT,Canyon County,210 A AVENUE EAST,WILDER,ID,83676,6098,(208)482-6228,542,31.82,3,42,Rural: Distant,17,Regular School District,,,,,,,,
-90.008855,39.887815,1700105,IL-01-009-2620-26,A-C Central CUSD 262,Cass County,PO Box 260,Ashland,IL,62612,260,(217)476-8112,412,32.5,3,42,Rural: Distant,12.7,Regular School District,,0,0,0,0,,,
-90.401464,40.806861,1701413,IL-33-048-2760-26,Abingdon-Avon CUSD 276,Knox County,507 N Monroe St Ste 3,Abingdon,IL,61410,1285,(309)462-2301,958,70.54,4,33,Town: Remote,13.6,Regular School District,,0,0,0,0,,,
-87.994338,41.932973,1703150,IL-19-022-0040-02,Addison SD 4,DuPage County,222 Kennedy Dr,Addison,IL,60101,6602,(630)458-2425,3940,288.45,9,21,Suburb: Large,13.7,Regular School District,,0,0,0,0,,,
-87.947353,42.198522,1732580,IL-34-049-1250-13,Adlai E Stevenson HSD 125,Lake County,2 Stevenson Dr,Lincolnshire,IL,60069,2824,(847)415-4000,4265,278.7,2,21,Suburb: Large,15.3,Regular School District,,0,0,0,0,,,
-88.751782,37.98763,1703210,IL-21-028-0910-04,Akin CCSD 91,Franklin County,21962 Akin Blacktop,Akin,IL,62890,1304,(618)627-2180,94,10,1,42,Rural: Distant,9.4,Regular School District,,0,0,0,0,,,
-89.614575,38.54577,1703270,IL-13-014-0630-02,Albers SD 63,Clinton County,PO Box 104,Albers,IL,62215,104,(618)248-5146,205,13.6,1,42,Rural: Distant,15.1,Regular School District,,0,0,0,0,,,
-88.43097,42.465691,1703300,IL-44-063-0190-24,Alden Hebron SD 19,McHenry County,9604 Illinois St,Hebron,IL,60034,9618,(815)648-2442,420,39.54,3,42,Rural: Distant,10.6,Regular School District,,0,0,0,0,,,
-88.654071,41.153299,1703420,IL-35-050-0650-04,Allen-Otter Creek CCSD 65,LaSalle County,400 S Lane St,Ransom,IL,60470,8087,(815)586-4611,67,11.6,1,42,Rural: Distant,5.8,Regular School District,,0,0,0,0,,,
-87.71047,38.528705,1703450,IL-20-093-0170-24,Allendale CCSD 17,Wabash County,PO Box 130,Allendale,IL,62410,130,(618)299-3161,149,11.1,1,42,Rural: Distant,13.4,Regular School District,,0,0,0,0,,,
-87.729495,41.67645,1703480,IL-07-016-1260-02,Alsip-Hazlgrn-Oaklwn SD 126,Cook County,11900 S Kostner Ave,Alsip,IL,60803,2307,(708)389-1900,1580,108,5,21,Suburb: Large,14.6,Regular School District,,0,0,0,0,,,
-88.741155,39.05891,1703510,IL-03-025-0100-26,Altamont CUSD 10,Effingham County,7 S Ewing St,Altamont,IL,62411,1265,(618)483-6195,640,55,2,42,Rural: Distant,11.6,Regular School District,,0,0,0,0,,,
-90.178058,38.888947,1703600,IL-41-057-0110-26,Alton CUSD 11,Madison County,550 Landmarks Blvd Ste A,Alton,IL,62002,6321,(618)474-2600,6177,409,10,23,Suburb: Small,15.1,Regular School District,,0,0,0,0,,,
-90.312255,41.180607,1703660,IL-28-037-2250-26,AlWood CUSD 225,Henry County,301 E 5th Ave,Woodhull,IL,61490,9684,(309)334-2719,390,35.83,2,42,Rural: Distant,10.9,Regular School District,,0,0,0,0,,,
-89.333572,41.720415,1703690,IL-47-052-2720-26,Amboy CUSD 272,Lee County,11 E Hawley St,Amboy,IL,61310,1430,(815)857-2164,721,58.08,3,42,Rural: Distant,12.4,Regular School District,,0,0,0,0,,,
-89.252051,37.460667,1703750,IL-30-091-0370-04,Anna CCSD 37,Union County,301 S Green St,Anna,IL,62906,1126,(618)833-6812,695,40.97,3,32,Town: Distant,17,Regular School District,,0,0,0,0,,,
-89.254209,37.457025,1703780,IL-30-091-0810-16,Anna Jonesboro CHSD 81,Union County,608 S Main St,Anna,IL,62906,1247,(618)833-8421,523,31,1,32,Town: Distant,16.9,Regular School District,,0,0,0,0,,,
-89.91136,41.394157,1703810,IL-28-037-2260-26,Annawan CUSD 226,Henry County,501 W South St,Annawan,IL,61234,9715,(309)935-6781,358,29.78,2,42,Rural: Distant,12,Regular School District,,0,0,0,0,,,
-88.099625,42.476621,1703840,IL-34-049-0340-04,Antioch CCSD 34,Lake County,964 Spafford St,Antioch,IL,60002,1459,(847)838-7679,2777,190,5,21,Suburb: Large,14.6,Regular School District,,0,0,0,0,,,
-87.948362,42.176162,1703900,IL-34-049-1020-04,Aptakisic-Tripp CCSD 102,Lake County,1351 Abbott Court,Buffalo Grove,IL,60089,7040,(847)353-5660,2412,178.83,4,21,Suburb: Large,13.5,Regular School District,,0,0,0,0,,,
-87.755113,41.57735,1703930,IL-07-016-1450-02,Arbor Park SD 145,Cook County,17301 Central Ave,Oak Forest,IL,60452,4920,(708)687-8040,1296,93,4,21,Suburb: Large,13.9,Regular School District,,0,0,0,0,,,
-88.316466,39.68385,1703960,IL-11-021-3060-26,Arcola CUSD 306,Douglas County,351 W Washington St,Arcola,IL,61910,1120,(217)268-4963,717,60.1,2,32,Town: Distant,11.9,Regular School District,,0,0,0,0,,,
-88.818958,39.984591,1703990,IL-39-055-0010-26,Argenta-Oreana CUSD 1,Macon County,PO Box 440,Argenta,IL,62501,440,(217)795-2313,963,67,3,23,Suburb: Small,14.4,Regular School District,,0,0,0,0,,,
-87.804462,41.777193,1704020,IL-07-016-2170-16,Argo CHSD 217,Cook County,7329 W 63rd St,Summit,IL,60501,1817,(708)728-3200,1923,123.69,1,21,Suburb: Large,15.5,Regular School District,,,,,,,,
-87.982286,42.061849,1704140,IL-05-016-0250-02,Arlington Heights SD 25,Cook County,1200 S Dunton Ave,Arlington Heights,IL,60005,3111,(847)758-4900,5571,389.69,9,13,City: Small,14.3,Regular School District,,,,,,,,
-87.87914,40.30648,1704230,IL-54-092-2250-17,Armstrong Twp HSD 225,Vermilion County,PO Box 37,Armstrong,IL,61812,37,(217)569-2122,134,16.5,1,42,Rural: Distant,8.1,Regular School District,,,,,,,,
-87.87914,40.30648,1704200,IL-54-092-0610-03,Armstrong-Ellis Cons SD 61,Vermilion County,PO Box 7,Armstrong,IL,61812,7,(217)569-2115,73,10.7,1,42,Rural: Distant,6.8,Regular School District,,,,,,,,
-88.469325,39.710306,1704260,IL-11-021-3050-26,Arthur CUSD 305,Douglas County,301 E Columbia St,Arthur,IL,61911,1403,(217)543-2511,1175,94.5,4,42,Rural: Distant,12.4,Regular School District,,,,,,,,
-89.186656,38.33198,1704340,IL-13-095-0150-04,Ashley CCSD 15,Washington County,450 N Third St,Ashley,IL,62808,1259,(618)485-6611,157,12,1,42,Rural: Distant,13.1,Regular School District,,,,,,,,
-89.228599,41.866346,1704380,IL-47-052-2750-26,Ashton-Franklin Center CUSD 275,Lee County,611 Western Ave,Ashton,IL,61006,9445,(815)453-7461,495,37.33,3,42,Rural: Distant,13.3,Regular School District,,,,,,,,
-90.352548,40.228811,1704440,IL-26-029-0010-26,Astoria CUSD 1,Fulton County,402 N Jefferson St,Astoria,IL,61501,8670,(309)329-2156,337,31.5,3,43,Rural: Remote,10.7,Regular School District,,,,,,,,
-89.717117,39.960757,1704470,IL-51-065-2130-26,Athens CUSD 213,Menard County,501 Warrior Way,Athens,IL,62613,9473,(217)636-8761,1111,69,4,41,Rural: Fringe,16.1,Regular School District,,,,,,,,
-87.71559,41.671546,1704560,IL-07-016-1250-02,Atwood Heights SD 125,Cook County,12150 S Hamlin Ave,Alsip,IL,60803,1218,(708)371-0080,620,51.6,3,21,Suburb: Large,12,Regular School District,,,,,,,,
-89.74818,39.595847,1704620,IL-51-084-0100-26,Auburn CUSD 10,Sangamon County,606 W North St,Auburn,IL,62615,1144,(217)438-6164,1319,86,4,31,Town: Fringe,15.3,Regular School District,,,,,,,,
-88.311296,41.748175,1704680,IL-31-045-1310-22,Aurora East USD 131,Kane County,417 5th St,Aurora,IL,60505,4700,(630)299-5554,13805,835.61,20,21,Suburb: Large,16.5,Regular School District,,,,,,,,
-88.36028,41.761717,1704710,IL-31-045-1290-22,Aurora West USD 129,Kane County,1877 W. Downer Pl,Aurora,IL,60506,7302,(630)301-5000,12029,765.1,17,21,Suburb: Large,15.7,Regular School District,,,,,,,,
-89.612585,38.605718,1704740,IL-13-014-0210-02,Aviston SD 21,Clinton County,350 S Hull St,Aviston,IL,62216,3407,(618)228-7245,384,23.75,1,42,Rural: Distant,16.2,Regular School District,,,,,,,,
-87.748186,42.085171,1704800,IL-05-016-0370-02,Avoca SD 37,Cook County,2921 Illinois Rd,Wilmette,IL,60091,1103,(847)251-3587,726,72.1,2,21,Suburb: Large,10.1,Regular School District,,,,,,,,
-87.61005,40.260135,1701433,IL-54-092-8000-80,B H R A Cooperative HS,Vermilion County,PO Box 350,Bismarck,IL,61814,350,(217)759-7261,337,22,1,41,Rural: Fringe,15.3,Regular School District,,,,,,,,
-89.706242,39.67556,1704920,IL-51-084-0050-26,Ball Chatham CUSD 5,Sangamon County,201 W Mulberry St,Chatham,IL,62629,1329,(217)483-2416,4763,255.38,6,22,Suburb: Midsize,18.7,Regular School District,,,,,,,,
-87.864253,42.191721,1704950,IL-34-049-1060-02,Bannockburn SD 106,Lake County,2165 Telegraph Rd,Bannockburn,IL,60015,1531,(847)945-5900,148,18.83,1,21,Suburb: Large,7.9,Regular School District,,,,,,,,
-88.190014,42.199649,1705050,IL-34-049-2200-26,Barrington CUSD 220,Lake County,515 W Main St,Barrington,IL,60010,4175,(847)381-6300,8602,602.47,12,21,Suburb: Large,14.3,Regular School District,,,,,,,,
-89.46744,38.536475,1705160,IL-13-014-0570-02,Bartelso SD 57,Clinton County,PO Box 267,Bartelso,IL,62218,267,(618)765-2164,173,12.5,1,42,Rural: Distant,13.8,Regular School District,,,,,,,,
-89.651345,40.649952,1705190,IL-48-072-0660-02,Bartonville SD 66,Peoria County,6000 S Adams St,Bartonville,IL,61607,2580,(309)697-3253,322,22,1,21,Suburb: Large,14.6,Regular School District,,,,,,,,
-88.31391,41.849927,1705220,IL-31-045-1010-22,Batavia USD 101,Kane County,335 W Wilson St,Batavia,IL,60510,1948,(630)937-8834,5620,362.65,8,21,Suburb: Large,15.5,Regular School District,,,,,,,,
-87.850906,42.428651,1700010,IL-34-049-0030-04,Beach Park CCSD 3,Lake County,11315 W Wadsworth Rd,Beach Park,IL,60099,3359,(847)599-5070,2107,145.74,5,21,Suburb: Large,14.5,Regular School District,,,,,,,,
-90.422567,40.008363,1705310,IL-01-009-0150-26,Beardstown CUSD 15,Cass County,500 E 15th St,Beardstown,IL,62618,2052,(217)323-3099,1562,94.71,3,33,Town: Remote,16.5,Regular School District,,,,,,,,
-88.79709,39.187158,1705460,IL-03-025-0200-26,Beecher City CUSD 20,Effingham County,438 E State Highway 33,Beecher City,IL,62414,2219,(618)457-5100,327,26.5,2,43,Rural: Remote,12.3,Regular School District,,,,,,,,
-87.62337,41.344345,1705430,IL-56-099-200U-26,Beecher CUSD 200U,Will County,PO Box 338,Beecher,IL,60401,338,(708)946-2266,1031,66,3,31,Town: Fringe,15.6,Regular School District,,,,,,,,
-89.938569,38.496461,1705580,IL-50-082-1190-02,Belle Valley SD 119,St. Clair County,2465 Amann Dr,Belleville,IL,62220,3463,(618)236-5200,1038,70.8,1,21,Suburb: Large,14.7,Regular School District,,,,,,,,
-89.985862,38.51461,1705610,IL-50-082-1180-02,Belleville SD 118,St. Clair County,105 W A St,Belleville,IL,62220,1326,(618)233-2830,3751,230.5,11,21,Suburb: Large,16.3,Regular School District,,,,,,,,
-89.984169,38.523182,1705640,IL-50-082-2010-17,Belleville Twp HSD 201,St. Clair County,920 N Illinois St,Belleville,IL,62220,4374,(618)222-8241,4675,273,3,21,Suburb: Large,17.1,Regular School District,,,,,,,,
