district_id,state,district_name,longitude,latitude,State District ID,County Name*,Street Address,City,ZIP,ZIP 4-digit,Phone,Students,Teachers,Schools,Locale Code,Locale,Student Teacher Ratio,Type,Last update,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,Link
2010620,KS,Perry Public Schools,-95.392825,39.07655,KS-D0343,Jefferson County,Box 729,Perry,66073,729,(785)597-5138,786,55.9,3,42,Rural: Distant,14.1,Regular School District,,,,,,,,
2010650,KS,Phillipsburg,-99.318782,39.747434,KS-D0325,Phillips County,240 S 7th,Phillipsburg,67661,2798,(785)543-5281,605,48.5,3,33,Town: Remote,12.5,Regular School District,,,,,,,,
2005310,KS,Pike Valley,-97.783825,39.79621,KS-D0426,Republic County,Box 291,Scandia,66966,<Null>,(785)335-2206,231,23.32,3,43,Rural: Remote,9.9,Regular School District,,,,,,,,
2010680,KS,Piper-Kansas City,-94.861747,39.144517,KS-D0203,Wyandotte County,3130 N 122nd St Suite A,Kansas City,66109,9387,(913)721-2088,2430,152.3,4,12,City: Midsize,16,Regular School District,,,,,,,,
2010710,KS,Pittsburg,-94.7068,37.411085,KS-D0250,Crawford County,PO Box 75,Pittsburg,66762,75,(620)235-3100,3144,203.26,6,32,Town: Distant,15.5,Regular School District,,,,,,,,
2010740,KS,Plainville,-99.296745,39.230721,KS-D0270,Rooks County,203 S. E. Cardinal,Plainville,67663,<Null>,(785)434-4678,351,33.2,2,43,Rural: Remote,10.6,Regular School District,,,,,,,,
2010770,KS,Pleasanton,-94.712029,38.176874,KS-D0344,Linn County,Box 480,Pleasanton,66075,<Null>,(913)352-8534,373,39.6,2,43,Rural: Remote,9.4,Regular School District,,,,,,,,
2000350,KS,Prairie Hills,-95.788368,39.889,KS-D0113,Nemaha County,1619 S. Old Hwy 75,Sabetha,66534,2898,(785)284-2175,1127,109.06,7,43,Rural: Remote,10.3,Regular School District,,,,,,,,
2008250,KS,Prairie View,-94.853425,38.341739,KS-D0362,Linn County,13799 Kansas Hwy 152,LaCygne,66040,<Null>,(913)757-2677,917,80.7,4,43,Rural: Remote,11.4,Regular School District,,,,,,,,
2010890,KS,Pratt,-98.743567,37.642863,KS-D0382,Pratt County,401 S. Hamilton,Pratt,67124,<Null>,(620)672-4500,1343,89.5,3,33,Town: Remote,15,Regular School District,,,,,,,,
2010920,KS,Pretty Prairie,-98.02133,37.78069,KS-D0311,Reno County,PO Box 218,Pretty Prairie,67570,218,(620)459-6241,295,21.34,3,42,Rural: Distant,13.8,Regular School District,,,,,,,,
2010950,KS,Quinter Public Schools,-100.23746,39.066525,KS-D0293,Gove County,PO Box 540,Quinter,67752,<Null>,(785)754-2470,331,38.5,2,43,Rural: Remote,8.6,Regular School District,,,,,,,,
2000023,KS,Rawlins County,-101.042185,39.808644,KS-D0105,Rawlins County,205 North 4th Street Suite 1,Atwood,67730,1708,(785)626-3236,371,38,2,43,Rural: Remote,9.8,Regular School District,,,,,,,,
2006240,KS,Remington-Whitewater,-97.1468,37.96325,KS-D0206,Butler County,Box 243,Whitewater,67154,<Null>,(316)799-2115,512,43,3,42,Rural: Distant,11.9,Regular School District,,,,,,,,
2011080,KS,Renwick,-97.632721,37.793317,KS-D0267,Sedgwick County,600 W Rush,Andale,67001,68,(316)444-2165,1796,140.58,6,41,Rural: Fringe,12.8,Regular School District,,,,,,,,
2000030,KS,Republic County,-97.631015,39.821405,KS-D0109,Republic County,P.O. Box 469,Belleville,66935,469,(785)527-5621,524,45.33,2,43,Rural: Remote,11.6,Regular School District,,,,,,,,
2011100,KS,Riley County,-96.82851,39.29887,KS-D0378,Riley County,P.O. Box 326,Riley,66531,326,(785)485-4000,701,65.4,2,42,Rural: Distant,10.7,Regular School District,,,,,,,,
2000351,KS,Riverside,-94.87709,39.75639,KS-D0114,Doniphan County,PO Box 49,Elwood,66024,<Null>,(913)365-5632,627,46.2,5,23,Suburb: Small,13.6,Regular School District,,,,,,,,
2011130,KS,Riverton,-94.704508,37.0777,KS-D0404,Cherokee County,Box 290,Riverton,66770,290,(620)848-3386,739,55.05,3,31,Town: Fringe,13.4,Regular School District,,,,,,,,
2000004,KS,Rock Creek,-96.440699,39.300176,KS-D0323,Pottawatomie County,9353 Flush Road,St. George,66535,<Null>,(785)494-8597,1086,78.12,3,42,Rural: Distant,13.9,Regular School District,,,,,,,,
2000029,KS,Rock Hills,-98.20945,39.785772,KS-D0107,Jewell County,109 E. Main Street,Mankato,66956,<Null>,(785)378-3102,319,28.75,2,43,Rural: Remote,11.1,Regular School District,,,,,,,,
2011190,KS,Rolla,-101.632275,37.11804,KS-D0217,Morton County,Box 167,Rolla,67954,167,(620)593-4344,121,18.3,2,43,Rural: Remote,6.6,Regular School District,,,,,,,,
2011250,KS,Rose Hill Public Schools,-97.135085,37.559719,KS-D0394,Butler County,104 N Rose Hill Rd,Rose Hill,67133,9785,(316)776-3300,1657,108.9,4,41,Rural: Fringe,15.2,Regular School District,,,,,,,,
2009320,KS,Royal Valley,-95.722775,39.337595,KS-D0337,Jackson County,Box 219,Mayetta,66509,219,(785)966-2246,842,74,3,42,Rural: Distant,11.4,Regular School District,,,,,,,,
2007440,KS,Rural Vista,-96.73505,38.79384,KS-D0481,Morris County,Box 98,White City,66872,98,(785)349-2964,276,33.35,4,42,Rural: Distant,8.3,Regular School District,,,,,,,,
2011310,KS,Russell County,-98.859885,38.89324,KS-D0407,Russell County,802 N Main,Russell,67665,1966,(785)483-2173,858,77,4,33,Town: Remote,11.1,Regular School District,,,,,,,,
2011370,KS,Salina,-97.6073,38.84284,KS-D0305,Saline County,Box 797,Salina,67402,797,(785)309-4700,7430,559,12,33,Town: Remote,13.3,Regular School District,,,,,,,,
2010410,KS,Santa Fe Trail,-95.732821,38.782232,KS-D0434,Osage County,104 S Burlingame Ave,Scranton,66537,<Null>,(800)836-9525,1112,73.1,3,42,Rural: Distant,15.2,Regular School District,,,,,,,,
2011400,KS,Satanta,-100.99158,37.43694,KS-D0507,Haskell County,Box 279,Satanta,67870,279,(620)649-2234,293,32,2,43,Rural: Remote,9.2,Regular School District,,,,,,,,
2000017,KS,Scott County,-100.904222,38.480338,KS-D0466,Scott County,704 S. College,Scott City,67871,<Null>,(620)872-7600,1017,82.6,3,33,Town: Remote,12.3,Regular School District,,,,,,,,
2011490,KS,Seaman,-95.673522,39.087549,KS-D0345,Shawnee County,901 NW Lyman Rd,Topeka,66608,1900,(785)575-8600,4010,292.85,7,22,Suburb: Midsize,13.7,Regular School District,,,,,,,,
2011550,KS,Sedgwick Public Schools,-97.43668,37.91049,KS-D0439,Harvey County,PO Box K,Sedgwick,67135,1559,(316)772-5783,458,34,2,42,Rural: Distant,13.5,Regular School District,,,,,,,,
2012180,KS,Shawnee Heights,-95.557362,38.987222,KS-D0450,Shawnee County,4401 SE Shawnee Heights Rd,Tecumseh,66542,9799,(785)379-5800,3611,227.7,6,41,Rural: Fringe,15.9,Regular School District,,,,,,,,
2011640,KS,Shawnee Mission Pub Sch,-94.68061,39.000418,KS-D0512,Johnson County,8200 W. 71 Street,Shawnee Mission,66204,1798,(913)993-6200,27590,1779.99,44,21,Suburb: Large,15.5,Regular School District,,,,,,,,
2011700,KS,Silver Lake,-95.85618,39.09984,KS-D0372,Shawnee County,Box 39,Silver Lake,66539,39,(785)582-4026,726,66.49,2,42,Rural: Distant,10.9,Regular School District,,,,,,,,
2011430,KS,Skyline Schools,-98.782721,37.641642,KS-D0438,Pratt County,20269 W. Hwy 54,Pratt,67124,8204,(620)672-5651,403,35.5,2,41,Rural: Fringe,11.4,Regular School District,,,,,,,,
2000007,KS,Smith Center,-98.781134,39.77604,KS-D0237,Smith County,216 S. Jefferson,Smith Center,66967,<Null>,(785)282-6665,439,36,2,43,Rural: Remote,12.2,Regular School District,,,,,,,,
2000002,KS,Smoky Valley,-97.675915,38.57245,KS-D0400,McPherson County,126 S Main St,Lindsborg,67456,2418,(785)227-2981,1454,65.16,4,33,Town: Remote,22.3,Regular School District,,,,,,,,
2011760,KS,Solomon,-97.370021,38.921597,KS-D0393,Dickinson County,113 E 7th Street,Solomon,67480,113,(785)655-2541,338,37.1,2,42,Rural: Distant,9.1,Regular School District,,,,,,,,
2008130,KS,South Barber,-98.487504,37.017038,KS-D0255,Barber County,512 Main,Kiowa,67070,<Null>,(833)722-7237,255,20.1,2,43,Rural: Remote,12.7,Regular School District,,,,,,,,
2007470,KS,South Brown County,-95.527374,39.657409,KS-D0430,Brown County,522 Central Ave,Horton,66439,1696,(785)486-2611,523,56.9,3,43,Rural: Remote,9.2,Regular School District,,,,,,,,
2011790,KS,South Haven,-97.402485,37.050125,KS-D0509,Sumner County,PO Box 229,South Haven,67140,229,(620)892-5215,189,22.1,2,43,Rural: Remote,8.6,Regular School District,,,,,,,,
2000001,KS,Southeast Of Saline,-97.510003,38.710897,KS-D0306,Saline County,5056 E. K-4 Highway,Gypsum,67448,9762,(785)536-4291,688,51.5,2,42,Rural: Distant,13.4,Regular School District,,,,,,,,
2006510,KS,Southern Cloud,-97.453785,39.34844,KS-D0334,Cloud County,P.O. Box 334,Miltonvale,67466,334,(785)427-3334,171,30.7,4,43,Rural: Remote,5.6,Regular School District,,,,,,,,
2006930,KS,Southern Lyon County,-95.95714,38.308255,KS-D0252,Lyon County,Box 278,Hartford,66854,<Null>,(620)392-5519,512,46.1,4,42,Rural: Distant,11.1,Regular School District,,,,,,,,
2011820,KS,Spearville,-99.754285,37.84851,KS-D0381,Ford County,P.O. Box 338,Spearville,67876,338,(620)385-2676,340,32.63,2,43,Rural: Remote,10.4,Regular School District,,,,,,,,
2011850,KS,Spring Hill,-94.824246,38.738387,KS-D0230,Miami County,101 E South Street,Spring Hill,66083,<Null>,(913)592-7200,4311,254.5,9,41,Rural: Fringe,16.9,Regular School District,,,,,,,,
2011880,KS,St Francis Comm Sch,-101.82065,39.77569,KS-D0297,Cheyenne County,PO Box 1110,St Francis,67756,1110,(785)332-8182,264,32.4,2,43,Rural: Remote,8.1,Regular School District,,,,,,,,
2011910,KS,St John-Hudson,-98.760325,38.00371,KS-D0350,Stafford County,505 N. Broadway,St. John,67576,1836,(620)549-3564,357,30.1,2,43,Rural: Remote,11.9,Regular School District,,,,,,,,
2011970,KS,Stafford,-98.60038,37.96268,KS-D0349,Stafford County,P O Box 400,Stafford,67578,400,(620)234-5243,274,24.2,2,43,Rural: Remote,11.3,Regular School District,,,,,,,,
2007860,KS,Stanton County,-101.750755,37.56764,KS-D0452,Stanton County,P O Box C,Johnson,67855,<Null>,(620)492-6226,441,40.33,2,43,Rural: Remote,10.9,Regular School District,,,,,,,,
2012030,KS,Sterling,-98.203815,38.21225,KS-D0376,Rice County,Box 188,Sterling,67579,<Null>,(620)278-3621,505,47,2,42,Rural: Distant,10.7,Regular School District,,,,,,,,
2012060,KS,Stockton,-99.277948,39.437874,KS-D0271,Rooks County,201 North Cypress,Stockton,67669,1639,(785)425-6367,346,38,2,43,Rural: Remote,9.1,Regular School District,,,,,,,,
2012090,KS,Sublette,-100.84522,37.478005,KS-D0374,Haskell County,Box 670,Sublette,67877,670,(620)675-2277,421,36.5,3,43,Rural: Remote,11.5,Regular School District,,,,,,,,
2012120,KS,Sylvan Grove,-98.398863,39.014545,KS-D0299,Lincoln County,504 W. 4th,Sylvan Grove,67481,<Null>,(785)526-7175,257,24.4,2,43,Rural: Remote,10.5,Regular School District,,,,,,,,
2012150,KS,Syracuse,-101.76236,37.97706,KS-D0494,Hamilton County,PO Box 1187,Syracuse,67878,1187,(620)384-7872,565,45.5,2,43,Rural: Remote,12.4,Regular School District,,,,,,,,
2000346,KS,Thunder Ridge Schools,-99.03185,39.7675,KS-D0110,Smith County,PO BOX 188,KENSINGTON,66951,188,(785)476-2218,198,20.1,3,43,Rural: Remote,9.9,Regular School District,,,,,,,,
2012210,KS,Tonganoxie,-95.090212,39.116213,KS-D0464,Leavenworth County,330 E 24-40 Hwy,Tonganoxie,66086,199,(913)416-1400,1945,145.3,3,31,Town: Fringe,13.4,Regular School District,,,,,,,,
2012260,KS,Topeka Public Schools,-95.686399,39.026087,KS-D0501,Shawnee County,624 SW 24th,Topeka,66611,1294,(785)295-3000,13159,1158.2,27,12,City: Midsize,11.4,Regular School District,,,,,,,,
2000013,KS,Triplains,-101.177405,38.911635,KS-D0275,Logan County,Box 97,Winona,67764,97,(785)846-7869,71,16.9,2,43,Rural: Remote,4.2,Regular School District,,,,,,,,
2012330,KS,Troy Public Schools,-95.09203,39.784678,KS-D0429,Doniphan County,230 W Poplar St.,Troy,66087,190,(785)985-3950,383,26.7,2,42,Rural: Distant,14.3,Regular School District,,,,,,,,
2012360,KS,Turner-Kansas City,-94.70529,39.083616,KS-D0202,Wyandotte County,800 S 55th St,Kansas City,66106,1566,(913)288-4100,4087,268,7,12,City: Midsize,15.3,Regular School District,,,,,,,,
2003960,KS,Twin Valley,-97.59109,39.03577,KS-D0240,Ottawa County,Box 38,Bennington,67422,38,(785)488-3325,591,51.45,4,43,Rural: Remote,11.5,Regular School District,,,,,,,,
2012390,KS,Udall,-97.121117,37.38483,KS-D0463,Cowley County,303 South Seymour,Udall,67146,<Null>,(620)782-3355,337,27.7,3,42,Rural: Distant,12.2,Regular School District,,,,,,,,
2012420,KS,Ulysses,-101.359435,37.58022,KS-D0214,Grant County,111 S. Baughman,Ulysses,67880,2402,(620)356-3655,1671,106.5,4,33,Town: Remote,15.7,Regular School District,,,,,,,,
2012450,KS,Uniontown,-94.97252,37.848753,KS-D0235,Bourbon County,601 Fifth Street,Uniontown,66779,<Null>,(620)756-4302,455,36.2,2,43,Rural: Remote,12.6,Regular School District,,,,,,,,
2012510,KS,Valley Center Pub Sch,-97.372065,37.830996,KS-D0262,Sedgwick County,143 S. Meridian,Valley Center,67147,<Null>,(316)755-7000,3016,165.99,7,41,Rural: Fringe,18.2,Regular School District,,,,,,,,
2012540,KS,Valley Falls,-95.459987,39.342764,KS-D0338,Jefferson County,700 Oak Street,Valley Falls,66088,1263,(785)945-3214,392,33.2,2,42,Rural: Distant,11.8,Regular School District,,,,,,,,
2012780,KS,Valley Heights,-96.74851,39.69255,KS-D0498,Marshall County,Box 89,Waterville,66548,<Null>,(785)363-2398,461,37.7,3,43,Rural: Remote,12.2,Regular School District,,,,,,,,
2004560,KS,Vermillion,-96.268595,39.717657,KS-D0380,Marshall County,209 School St.,Vermillion,66544,107,(785)382-6216,605,48.7,4,43,Rural: Remote,12.4,Regular School District,,,,,,,,
2012600,KS,Victoria,-99.146276,38.857,KS-D0432,Ellis County,1105 10th St.,Victoria,67671,<Null>,(785)735-9212,290,26.3,2,42,Rural: Distant,11,Regular School District,,,,,,,,
2003240,KS,Wabaunsee,-96.28873,39.01788,KS-D0329,Wabaunsee County,PO Box 157,Alma,66401,157,(785)765-3394,454,47.7,5,42,Rural: Distant,9.5,Regular School District,,,,,,,,
2004470,KS,Waconda,-98.433075,39.509965,KS-D0272,Mitchell County,Box 326,Cawker City,67430,326,(785)781-4328,315,44.87,3,43,Rural: Remote,7,Regular School District,,,,,,,,
2012630,KS,Wakeeney,-99.883527,39.025433,KS-D0208,Trego County,527 Russell Ave,WaKeeney,67672,2108,(785)743-2145,407,35.6,2,43,Rural: Remote,11.4,Regular School District,,,,,,,,
2011610,KS,Wallace County Schools,-101.751705,38.90063,KS-D0241,Wallace County,521 N. Main,Sharon Springs,67758,<Null>,(785)852-4252,200,22,2,43,Rural: Remote,9.1,Regular School District,,,,,,,,
2000003,KS,Wamego,-96.307976,39.206014,KS-D0320,Pottawatomie County,1008 8th Street,Wamego,66547,9520,(785)456-7643,1576,133.09,4,32,Town: Distant,11.8,Regular School District,,,,,,,,
2000028,KS,Washington Co. Schools,-97.05126,39.820797,KS-D0108,Washington County,101 West College,Washington,66968,<Null>,(785)325-2261,345,37.2,2,43,Rural: Remote,9.3,Regular School District,,,,,,,,
2012840,KS,Wellington,-97.400745,37.26823,KS-D0353,Sumner County,Box 648,Wellington,67152,648,(620)326-4300,1580,128.2,6,32,Town: Distant,12.3,Regular School District,,,,,,,,
2012870,KS,Wellsville,-95.084285,38.71835,KS-D0289,Franklin County,602 Walnut,Wellsville,66092,<Null>,(785)883-2388,808,69.6,3,42,Rural: Distant,11.6,Regular School District,,,,,,,,
2012900,KS,Weskan,-101.963823,38.85917,KS-D0242,Wallace County,219 Coyote Boulevard,Weskan,67762,4004,(785)943-5222,100,18.3,2,43,Rural: Remote,5.5,Regular School District,,,,,,,,
2007500,KS,West Elk,-96.259715,37.46749,KS-D0282,Elk County,PO Box 607,Howard,67349,607,(620)374-2113,373,40.7,1,43,Rural: Remote,9.2,Regular School District,,,,,,,,
2010800,KS,West Franklin,-95.44549,38.608442,KS-D0287,Franklin County,510 E. Franklin St,Pomona,66076,<Null>,(785)566-3396,637,51.2,4,42,Rural: Distant,12.4,Regular School District,,,,,,,,
2000020,KS,Western Plains,-99.931213,38.640493,KS-D0106,Ness County,100 School St.,Ransom,67572,<Null>,(785)731-2352,118,16.4,3,43,Rural: Remote,7.2,Regular School District,,,,,,,,
2006630,KS,Wheatland,-100.46665,39.112865,KS-D0292,Gove County,P.O. Box 165,Grainfield,67737,165,(785)673-4213,115,15,2,43,Rural: Remote,7.7,Regular School District,,,,,,,,
2012990,KS,Wichita,-97.271331,37.671158,KS-D0259,Sedgwick County,903 S Edgemoor,Wichita,67218,<Null>,(316)973-4000,49885,3589.97,89,11,City: Large,13.9,Regular School District,,,,,,,,
2013050,KS,Winfield,-96.972475,37.23546,KS-D0465,Cowley County,1407 Wheat Road,Winfield,67156,3691,(620)221-5100,2343,177.53,6,41,Rural: Fringe,13.2,Regular School District,,,,,,,,
2013110,KS,Woodson,-95.73385,37.880865,KS-D0366,Woodson County,P O Box 160,Yates Center,66783,160,(620)625-8804,483,35.2,2,43,Rural: Remote,13.7,Regular School District,,,,,,,,
2100030,KY,Adair County,-85.32333,37.103756,KY-001001000,Adair County,1204 Greensburg St.,Columbia,42728,<Null>,(270)384-2476,2635,167,5,33,Town: Remote,15.8,Regular School District,,2,2,1,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100070,KY,Allen County,-86.219776,36.742508,KY-002005000,Allen County,570 Oliver St,Scottsville,42164,<Null>,(270)618-3181,3071,189.72,5,41,Rural: Fringe,16.2,Regular School District,,2,2,2,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100090,KY,Anchorage Independent,-85.543234,38.265399,KY-056006000,Jefferson County,11400 Ridge Rd,Anchorage,40223,<Null>,(502)245-8927,371,36.65,1,21,Suburb: Large,10.1,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100120,KY,Anderson County,-84.914338,38.046058,KY-003011000,Anderson County,1160 By-pass North,Lawrenceburg,40342,<Null>,(502)839-3406,3717,221,8,32,Town: Distant,16.8,Regular School District,,3,3,2,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100150,KY,Ashland Independent,-82.65672,38.477464,KY-010012000,Boyd County,1820 Hickman St,Ashland,41101,<Null>,(606)327-2706,3383,234,9,13,City: Small,14.5,Regular School District,,1,1,0,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100180,KY,Augusta Independent,-84.003522,38.772439,KY-012013000,Bracken County,307 Bracken St,Augusta,41002,<Null>,(606)756-2545,289,21.56,1,42,Rural: Distant,13.4,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100210,KY,Ballard County,-88.985482,37.069113,KY-004015000,Ballard County,3465 Paducah Rd,Barlow,42024,<Null>,(270)665-8400,1259,75,5,43,Rural: Remote,16.8,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100240,KY,Barbourville Independent,-83.893987,36.871445,KY-061016000,Knox County,140 School St,Barbourville,40906,<Null>,(606)546-3120,698,41,1,33,Town: Remote,17,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100270,KY,Bardstown Independent,-85.469299,37.812925,KY-090017000,Nelson County,308 N. Fifth Street,Bardstown,40004,<Null>,(502)331-8800,2757,156,6,32,Town: Distant,17.7,Regular School District,,4,6,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100300,KY,Barren County,-85.913691,36.995544,KY-005021000,Barren County,202 West Washington Street,Glasgow,42141,<Null>,(270)651-3787,5257,309.83,11,41,Rural: Fringe,17,Regular School District,,5,13,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100330,KY,Bath County,-83.770979,38.143312,KY-006025000,Bath County,405 West Main St,Owingsville,40360,<Null>,(606)674-6314,1994,125.11,5,42,Rural: Distant,15.9,Regular School District,,1,1,1,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100360,KY,Beechwood Independent,-84.555184,39.048797,KY-059026000,Kenton County,54 Beechwood Rd,Fort Mitchell,41017,<Null>,(859)331-3250,1423,83.5,3,21,Suburb: Large,17,Regular School District,,1,1,0,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100390,KY,Bell County,-83.6946,36.761792,KY-007031000,Bell County,211 Virginia Ave,Pineville,40977,<Null>,(606)337-7051,2728,165,8,42,Rural: Distant,16.5,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100420,KY,Bellevue Independent,-84.481596,39.102222,KY-019032000,Campbell County,219 Center St,Bellevue,41073,<Null>,(859)261-2108,661,44.31,2,21,Suburb: Large,14.9,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100480,KY,Berea Independent,-84.293539,37.578516,KY-073034000,Madison County,3 Pirate Pkwy,Berea,40403,<Null>,(859)986-8446,1119,78,3,32,Town: Distant,14.3,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100510,KY,Boone County,-84.656437,38.982594,KY-008035000,Boone County,8330 Us 42,Florence,41042,<Null>,(859)283-1003,20750,1317.46,26,21,Suburb: Large,15.8,Regular School District,,1,1,4,4,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100540,KY,Bourbon County,-84.273961,38.194987,KY-009041000,Bourbon County,3343 Lexington Road,Paris,40361,<Null>,(859)987-2180,2886,175.39,6,32,Town: Distant,16.5,Regular School District,,2,2,1,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100570,KY,Bowling Green Independent,-86.447306,36.991844,KY-114042000,Warren County,1211 Center St,Bowling Green,42101,<Null>,(270)746-2200,4268,272.64,10,13,City: Small,15.7,Regular School District,,6,11,0,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100620,KY,Boyd County,-82.68419,38.444574,KY-010045000,Boyd County,1104 Bob Mccullough Drive,Ashland,41102,<Null>,(606)928-4141,3190,230.59,12,22,Suburb: Midsize,13.8,Regular School District,,0,2,0,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100630,KY,Boyle County,-84.801972,37.654044,KY-011051000,Boyle County,101 Citation Drive,Danville,40422,<Null>,(859)236-6634,2736,185.2,7,32,Town: Distant,14.8,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100660,KY,Bracken County,-84.068237,38.684942,KY-012055000,Bracken County,348 W Miami St,Brooksville,41004,<Null>,(606)735-2523,1273,74,3,42,Rural: Distant,17.2,Regular School District,,1,1,0,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100690,KY,Breathitt County,-83.38153,37.555205,KY-013061000,Breathitt County,P.O. Box 750,Jackson,41339,<Null>,(606)666-2491,1893,108,7,33,Town: Remote,17.5,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100720,KY,Breckinridge County,-86.451016,37.782174,KY-014065000,Breckinridge County,86 Airport Rd,Hardinsburg,40143,<Null>,(270)756-3000,2731,159,6,42,Rural: Distant,17.2,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100750,KY,Bullitt County,-85.70154,37.996045,KY-015071000,Bullitt County,1040 Hwy 44 E,Shepherdsville,40165,<Null>,(502)869-8000,13160,753.19,25,21,Suburb: Large,17.5,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100780,KY,Burgin Independent,-84.761357,37.751596,KY-084072000,Mercer County,140 Danville Rd,Burgin,40310,<Null>,(859)748-4000,510,36,1,42,Rural: Distant,14.2,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100810,KY,Butler County,-86.682592,37.228319,KY-016075000,Butler County,203 N Tyler St,Morgantown,42261,<Null>,(270)526-5624,2272,126,6,42,Rural: Distant,18,Regular School District,,0,0,0,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100840,KY,Caldwell County,-87.888219,37.110366,KY-017081000,Caldwell County,612 W Washington St,Princeton,42445,<Null>,(270)365-8000,1984,115,4,41,Rural: Fringe,17.3,Regular School District,,0,1,0,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100870,KY,Calloway County,-88.340292,36.617604,KY-018085000,Calloway County,2110 College Farm Rd,Murray,42071,<Null>,(270)762-7300,3050,180,8,33,Town: Remote,16.9,Regular School District,,4,11,1,4,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100900,KY,Campbell County,-84.390569,38.96451,KY-019091000,Campbell County,101 Orchard Ln,Alexandria,41001,<Null>,(859)635-2173,4898,309.99,10,21,Suburb: Large,15.8,Regular School District,,0,0,1,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100930,KY,Campbellsville Independent,-85.344376,37.338636,KY-109092000,Taylor County,136 South Columbia Avenue,Campbellsville,42718,<Null>,(270)465-4162,1156,74.97,4,41,Rural: Fringe,15.4,Regular School District,,3,3,1,1,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100960,KY,Carlisle County,-88.931247,36.833809,KY-020095000,Carlisle County,4557 State Route 1377,Bardwell,42023,<Null>,(270)628-3800,790,54.13,3,43,Rural: Remote,14.6,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2100990,KY,Carroll County,-85.172432,38.673657,KY-021101000,Carroll County,813 Hawkins St,Carrollton,41008,<Null>,(502)732-7070,2160,142.23,5,32,Town: Distant,15.2,Regular School District,,,,,,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2101020,KY,Carter County,-82.946508,38.328958,KY-022105000,Carter County,228 S Carol Malone Blvd,Grayson,41143,<Null>,(606)474-6696,4396,266,12,42,Rural: Distant,16.5,Regular School District,,3,3,0,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2101050,KY,Casey County,-84.908216,37.334205,KY-023111000,Casey County,1922 N Us 127,Liberty,42539,<Null>,(606)787-6941,2349,152,5,43,Rural: Remote,15.5,Regular School District,,2,2,2,2,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
2101110,KY,Caverna Independent,-85.941173,37.147386,KY-005113000,Barren County,1102 N Dixie Hwy,Cave City,42127,<Null>,(270)773-2530,646,50.91,3,41,Rural: Fringe,12.7,Regular School District,,2,3,0,0,,,https://chfs.ky.gov/agencies/dph/covid19/K-12cv19report.pdf
