district_id,latitude,longitude,county_name,student_count,teacher_count,school_count,district_name,state,date,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,new_unspecified_cases,cumulative_unspecified_cases,source
1807380,39.9254270,-085.1266400,Wayne County,1126,74,2,Nettle Creek School Corporation,IN,2020-08-28,0,1,0,1,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807380,39.9254270,-085.1266400,Wayne County,1126,74,2,Nettle Creek School Corporation,IN,2020-09-08,0,1,0,1,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073601
1807410,38.3180811,-085.9118469,Floyd County,11637,584,16,New Albany-Floyd County Consolidated Schools,IN,2020-08-28,0,3,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807410,38.3180811,-085.9118469,Floyd County,11637,584,16,New Albany-Floyd County Consolidated Schools,IN,2020-09-08,0,3,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073602
1807440,39.9171246,-085.3524713,Henry County,3108,236,8,New Castle Community School Corporation,IN,2020-08-28,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807440,39.9171246,-085.3524713,Henry County,3108,236,8,New Castle Community School Corporation,IN,2020-09-08,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073603
1807470,41.5592453,-086.8723126,LaPorte County,891,46,2,New Durham Township Metropolitan School District,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807470,41.5592453,-086.8723126,LaPorte County,891,46,2,New Durham Township Metropolitan School District,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073604
1807560,41.6832109,-086.5547513,LaPorte County,2972,150,5,New Prairie United School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807560,41.6832109,-086.5547513,LaPorte County,2972,150,5,New Prairie United School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073605
1807620,39.3827548,-086.2147774,Johnson County,1899,110,5,Nineveh-Hensley-Jackson United School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807620,39.3827548,-086.2147774,Johnson County,1899,110,5,Nineveh-Hensley-Jackson United School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073606
1807650,40.0535070,-086.0217126,Hamilton County,10611,536,11,Noblesville Schools,IN,2020-08-28,0,0,0,0,,17,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807650,40.0535070,-086.0217126,Hamilton County,10611,536,11,Noblesville Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073607
1807680,40.8715725,-084.9262594,Adams County,1780,124,3,North Adams Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807680,40.8715725,-084.9262594,Adams County,1780,124,3,North Adams Community Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073608
1807710,38.8100800,-087.0613809,Daviess County,1189,65,2,North Daviess Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807710,38.8100800,-087.0613809,Daviess County,1189,65,2,North Daviess Community Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073609
1807770,38.4005437,-087.5722537,Gibson County,2022,128,4,North Gibson School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807770,38.4005437,-087.5722537,Gibson County,2022,128,4,North Gibson School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073610
1807800,41.2059814,-086.7828612,Starke County,1005,64,2,North Judson-San Pierre School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807800,41.2059814,-086.7828612,Starke County,1005,64,2,North Judson-San Pierre School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073611
1807830,38.8279534,-087.3570915,Knox County,1337,69,3,North Knox School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807830,38.8279534,-087.3570915,Knox County,1337,69,3,North Knox School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073612
1807860,38.8866221,-086.4748133,Lawrence County,4727,326,15,North Lawrence Community Schools,IN,2020-08-28,0,3,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807860,38.8866221,-086.4748133,Lawrence County,4727,326,15,North Lawrence Community Schools,IN,2020-09-08,0,3,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073613
1807890,40.9026614,-086.0651600,Miami County,911,47,2,North Miami Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807890,40.9026614,-086.0651600,Miami County,911,47,2,North Miami Community Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073614
1807900,40.1361005,-086.8938161,Montgomery County,1829,116,5,North Montgomery Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807900,40.1361005,-086.8938161,Montgomery County,1829,116,5,North Montgomery Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073615
1807920,41.0425613,-087.4018179,Newton County,1234,84,4,North Newton School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807920,41.0425613,-087.4018179,Newton County,1234,84,4,North Newton School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073616
1807950,38.1354487,-087.8309079,Posey County,1451,106,4,North Posey County Schools Metropolitan School District,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807950,38.1354487,-087.8309079,Posey County,1451,106,4,North Posey County Schools Metropolitan School District,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073617
1807980,39.7798445,-086.8494378,Putnam County,1384,98,4,North Putnam Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1807980,39.7798445,-086.8494378,Putnam County,1384,98,4,North Putnam Community Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073618
1808010,38.0702441,-086.9555829,Spencer County,2080,143,6,North Spencer County School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808010,38.0702441,-086.9555829,Spencer County,2080,143,6,North Spencer County School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073619
1808040,40.3693007,-086.0642036,Tipton County,773,51,2,Tipton County Northern Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808040,40.3693007,-086.0642036,Tipton County,773,51,2,Tipton County Northern Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073620
1808070,39.9611526,-087.4695708,Vermillion County,759,47,2,North Vermillion Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808070,39.9611526,-087.4695708,Vermillion County,759,47,2,North Vermillion Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073621
1808100,39.8753539,-086.5550946,Hendricks County,1873,107,5,North West Hendricks Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808100,39.8753539,-086.5550946,Hendricks County,1873,107,5,North West Hendricks Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073622
1808120,38.4380444,-086.7958103,Dubois County,879,62,4,Northeast Dubois County School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808120,38.4380444,-086.7958103,Dubois County,879,62,4,Northeast Dubois County School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073623
1808130,40.8364773,-086.8453331,White County,846,63,3,North White School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808130,40.8364773,-086.8453331,White County,846,63,3,North White School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073624
1808160,39.1787240,-087.5862443,Sullivan County,842,53,3,Northeast School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808160,39.1787240,-087.5862443,Sullivan County,842,53,3,Northeast School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073625
1808190,39.9491233,-084.9320719,Wayne County,1338,92,3,Northeastern Wayne Schools,IN,2020-08-28,0,0,0,1,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808190,39.9491233,-084.9320719,Wayne County,1338,92,3,Northeastern Wayne Schools,IN,2020-09-08,0,0,0,1,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073626
1808220,40.8186133,-085.1974498,Wells County,2502,136,4,Northern Wells Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808220,40.8186133,-085.1974498,Wells County,2502,136,4,Northern Wells Community Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073627
1808250,41.1982062,-085.2206761,Allen County,7722,439,11,Northwest Allen County Schools,IN,2020-08-28,0,0,0,0,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808250,41.1982062,-085.2206761,Allen County,7722,439,11,Northwest Allen County Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073628
1808280,39.9970961,-085.4882744,Henry County,1416,90,3,Shenandoah School Corporation,IN,2020-08-28,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808280,39.9970961,-085.4882744,Henry County,1416,90,3,Shenandoah School Corporation,IN,2020-09-08,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073629
1808310,39.6056243,-085.8844504,Shelby County,1539,83,3,Northwestern Consolidated School Corporation,IN,2020-08-28,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808310,39.6056243,-085.8844504,Shelby County,1539,83,3,Northwestern Consolidated School Corporation,IN,2020-09-08,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073630
1808340,40.5791243,-085.8094908,Grant County,1725,112,5,Oak Hill United School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808340,40.5791243,-085.8094908,Grant County,1725,112,5,Oak Hill United School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073631
1808460,41.3863866,-086.5831002,Starke County,500,37,2,Oregon-Davis School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808460,41.3863866,-086.5831002,Starke County,500,37,2,Oregon-Davis School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073632
1808490,38.6421106,-086.4485719,Orange County,865,53,2,Orleans Community Schools,IN,2020-08-28,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808490,38.6421106,-086.4485719,Orange County,865,53,2,Orleans Community Schools,IN,2020-09-08,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073633
1808640,38.4814041,-086.4042424,Orange County,1378,87,2,Paoli Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808640,38.4814041,-086.4042424,Orange County,1378,87,2,Paoli Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073634
1808760,41.6151650,-086.1282664,St. Joseph County,11496,532,15,Penn-Harris-Madison School Corporation,IN,2020-08-28,0,3,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808760,41.6151650,-086.1282664,St. Joseph County,11496,532,15,Penn-Harris-Madison School Corporation,IN,2020-09-08,0,3,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073635
1808820,39.6742165,-086.1526461,Marion County,16610,860,17,Perry Township Metropolitan School District,IN,2020-08-28,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808820,39.6742165,-086.1526461,Marion County,16610,860,17,Perry Township Metropolitan School District,IN,2020-09-08,0,2,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073636
1808850,40.7847904,-086.0443954,Miami County,2082,133,4,Peru Community Schools,IN,2020-08-28,0,0,0,2,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808850,40.7847904,-086.0443954,Miami County,2082,133,4,Peru Community Schools,IN,2020-09-08,0,0,0,2,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073637
1808900,38.3979613,-087.2325472,Pike County,1749,119,4,Pike County School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808900,38.3979613,-087.2325472,Pike County,1749,119,4,Pike County School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073638
1808910,39.8782716,-086.2669563,Marion County,11150,652,13,Pike Township Metropolitan School District,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808910,39.8782716,-086.2669563,Marion County,11150,652,13,Pike Township Metropolitan School District,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073639
1808940,40.8303071,-086.4921691,Cass County,955,62,2,Pioneer Regional School Corporation,IN,2020-08-28,0,3,0,1,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808940,40.8303071,-086.4921691,Cass County,955,62,2,Pioneer Regional School Corporation,IN,2020-09-08,0,3,0,1,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073640
1808970,39.6758341,-086.3831843,Hendricks County,5715,286,7,Plainfield Community School Corporation,IN,2020-08-28,0,0,0,1,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1808970,39.6758341,-086.3831843,Hendricks County,5715,286,7,Plainfield Community School Corporation,IN,2020-09-08,0,0,0,1,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073641
1809000,41.3684856,-086.9962174,Porter County,2488,165,6,East Porter County School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809000,41.3684856,-086.9962174,Porter County,2488,165,6,East Porter County School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073642
1809060,41.3240703,-086.3253162,Marshall County,3526,213,7,Plymouth Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809060,41.3240703,-086.3253162,Marshall County,3526,213,7,Plymouth Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073643
1809120,41.4820353,-086.4403114,St. Joseph County,2000,116,4,John Glenn School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809120,41.4820353,-086.4403114,St. Joseph County,2000,116,4,John Glenn School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073644
1809150,41.5778255,-087.1758181,Porter County,7439,426,11,Portage Township Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809150,41.5778255,-087.1758181,Porter County,7439,426,11,Portage Township Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073645
1809180,41.3866114,-087.1394811,Porter County,1473,84,4,Porter Township School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809180,41.3866114,-087.1394811,Porter County,1473,84,4,Porter Township School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073646
1809300,41.6352968,-085.1867632,LaGrange County,1280,90,3,Prairie Heights Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809300,41.6352968,-085.1867632,LaGrange County,1280,90,3,Prairie Heights Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073647
1809360,41.0221294,-086.8641976,Pulaski County,758,63,3,West Central School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809360,41.0221294,-086.8641976,Pulaski County,758,63,3,West Central School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073648
1809370,38.4776329,-085.8365591,Clark County,4643,272,8,West Clark Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809370,38.4776329,-085.8365591,Clark County,4643,272,8,West Clark Community Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073649
1809420,40.9502740,-087.1309452,Jasper County,1637,102,4,Rensselaer Central School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809420,40.9502740,-087.1309452,Jasper County,1637,102,4,Rensselaer Central School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073650
1809480,39.2592202,-086.6298670,Monroe County,2702,155,6,Richland-Bean Blossom Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809480,39.2592202,-086.6298670,Monroe County,2702,155,6,Richland-Bean Blossom Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073651
1809510,39.8106500,-084.8758147,Wayne County,4859,365,10,Richmond Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809510,39.8106500,-084.8758147,Wayne County,4859,365,10,Richmond Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073652
1809600,38.9405270,-084.9642994,Ohio County,797,67,3,Rising Sun-Ohio County Community Schools,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809600,38.9405270,-084.9642994,Ohio County,797,67,3,Rising Sun-Ohio County Community Schools,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073653
1809630,41.0777746,-086.2713462,Fulton County,1775,126,4,Rochester Community School Corporation,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809630,41.0777746,-086.2713462,Fulton County,1775,126,4,Rochester Community School Corporation,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073654
1809690,41.4789410,-087.3066829,Lake County,6410,384,8,Merrillville Community School,IN,2020-08-28,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1809690,41.4789410,-087.3066829,Lake County,6410,384,8,Merrillville Community School,IN,2020-09-08,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073655
